,Methanobacteriaceae,Dysgonomonadaceae,uncultured,UnclassifiedFamily,Aminicenantales,Rikenellaceae,Spirochaetaceae,JS1,Lentimicrobiaceae,Cloacimonadaceae,Smithellaceae,SAR324_clade(Marine_group_B),Syntrophobacteraceae,Anaerolineaceae,Gracilibacteraceae,Bacteroidetes_vadinHA17,Syntrophorhabdaceae,Synergistaceae,Prolixibacteraceae,Methanosaetaceae,Christensenellaceae,Methanoregulaceae,Geobacteraceae,SBR1031,Pedosphaeraceae,Calditrichaceae,Kosmotogaceae
Methanobacteriaceae,0.0,0.0,0.0,0.33375064,0.0,0.31817353,0.0,0.0,0.0,0.26993078,0.0,0.3259836,0.3096471,0.0,0.32200688,0.26010463,0.0,0.0,0.35026836,0.28292862,0.0,0.0,0.3111708,0.0,0.33889648,0.0,0.0
Dysgonomonadaceae,0.0,0.0,0.29585242,0.32786825,0.344676,0.0,0.0,0.0,0.0,0.0,0.0,0.3442044,0.0,0.0,0.0,0.0,0.27053982,0.32116908,0.0,0.25953016,0.347683,0.0,0.0,0.0,0.0,0.34068966,0.28681046
uncultured,0.0,0.29585242,0.0,0.3475285,0.0,0.0,0.0,0.29741716,0.0,0.322605,0.0,0.0,0.0,0.0,0.0,0.0,0.33192664,0.2723362,0.3199976,0.0,0.34561074,0.30729386,0.0,0.0,0.31033868,0.30721983,0.0
UnclassifiedFamily,0.33375064,0.32786825,0.3475285,0.0,0.28460148,0.2771206,0.2722054,0.0,0.0,0.27860904,0.0,0.0,0.0,0.30404934,0.33796173,0.0,0.0,0.2676366,0.0,0.0,0.33652982,0.0,0.0,0.25210884,0.0,0.24334945,0.0
Aminicenantales,0.0,0.344676,0.0,0.28460148,0.0,0.33594897,0.2773356,0.0,0.0,0.0,0.0,0.0,0.0,0.21798825,0.0,0.0,0.32472935,0.3314615,0.0,0.0,0.30592406,0.27983683,0.0,0.0,0.0,0.0,0.30240867
Rikenellaceae,0.31817353,0.0,0.0,0.2771206,0.33594897,0.0,0.0,0.0,0.0,0.3308269,0.0,0.0,0.32454178,0.0,0.30103302,0.0,0.0,0.34907717,0.25608256,0.0,0.28178152,0.0,0.33649668,0.0,0.0,0.0,0.0
Spirochaetaceae,0.0,0.0,0.0,0.2722054,0.2773356,0.0,0.0,0.0,0.0,0.23616596,0.0,0.0,0.0,0.31761363,0.0,0.29475492,0.33825284,0.0,0.30332705,0.0,0.2468499,0.0,0.0,0.34085166,0.0,0.0,0.29545048
JS1,0.0,0.0,0.29741716,0.0,0.0,0.0,0.0,0.0,0.28453076,0.25968117,0.2864538,0.2974097,0.25508302,0.0,0.0,0.26266304,0.3036235,0.0,0.24528013,0.3059793,0.0,0.3466645,0.27647057,0.0,0.32956925,0.0,0.32942083
Lentimicrobiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28453076,0.0,0.30169526,0.34779298,0.0,0.0,0.0,0.0,0.0,0.27444884,0.32331517,0.3049337,0.0,0.24546754,0.0,0.32158673,0.23088904,0.25336063,0.26803058,0.0
Cloacimonadaceae,0.26993078,0.0,0.322605,0.27860904,0.0,0.3308269,0.23616596,0.25968117,0.30169526,0.0,0.25910094,0.32727426,0.27434942,0.3387403,0.31047305,0.279748,0.29118356,0.26716506,0.23752148,0.24650706,0.28468224,0.34617928,0.0,0.3278764,0.32300276,0.21875736,0.3104981
Smithellaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2864538,0.34779298,0.25910094,0.0,0.2625326,0.32776946,0.0,0.0,0.300337,0.33973333,0.0,0.22129881,0.29438576,0.0,0.33106315,0.27833918,0.0,0.25497133,0.0,0.3438554
SAR324_clade(Marine_group_B),0.3259836,0.3442044,0.0,0.0,0.0,0.0,0.0,0.2974097,0.0,0.32727426,0.2625326,0.0,0.34083268,0.0,0.0,0.3163039,0.27350956,0.0,0.0,0.33139443,0.0,0.0,0.2735649,0.0,0.0,0.0,0.22707115
Syntrophobacteraceae,0.3096471,0.0,0.0,0.0,0.0,0.32454178,0.0,0.25508302,0.0,0.27434942,0.32776946,0.34083268,0.0,0.31596324,0.33765897,0.0,0.30336922,0.0,0.0,0.28253254,0.0,0.33459908,0.30718222,0.0,0.0,0.0,0.0
Anaerolineaceae,0.0,0.0,0.0,0.30404934,0.21798825,0.0,0.31761363,0.0,0.0,0.3387403,0.0,0.0,0.31596324,0.0,0.0,0.31141418,0.0,0.0,0.0,0.0,0.33903262,0.0,0.0,0.31046966,0.28872338,0.21597746,0.2710693
Gracilibacteraceae,0.32200688,0.0,0.0,0.33796173,0.0,0.30103302,0.0,0.0,0.0,0.31047305,0.0,0.0,0.33765897,0.0,0.0,0.3120029,0.0,0.0,0.2672909,0.0,0.2804006,0.0,0.28962576,0.31481627,0.0,0.0,0.0
Bacteroidetes_vadinHA17,0.26010463,0.0,0.0,0.0,0.0,0.0,0.29475492,0.26266304,0.0,0.279748,0.300337,0.3163039,0.0,0.31141418,0.3120029,0.0,0.25182664,0.0,0.0,0.33967426,0.0,0.0,0.24930851,0.2360501,0.0,0.0,0.34041548
Syntrophorhabdaceae,0.0,0.27053982,0.33192664,0.0,0.32472935,0.0,0.33825284,0.3036235,0.27444884,0.29118356,0.33973333,0.27350956,0.30336922,0.0,0.0,0.25182664,0.0,0.30246827,0.31293148,0.0,0.32827705,0.21282172,0.0,0.0,0.0,0.0,0.23276229
Synergistaceae,0.0,0.32116908,0.2723362,0.2676366,0.3314615,0.34907717,0.0,0.0,0.32331517,0.26716506,0.0,0.0,0.0,0.0,0.0,0.0,0.30246827,0.0,0.0,0.0,0.31928703,0.0,0.0,0.0,0.0,0.33439803,0.0
Prolixibacteraceae,0.35026836,0.0,0.3199976,0.0,0.0,0.25608256,0.30332705,0.24528013,0.3049337,0.23752148,0.22129881,0.0,0.0,0.0,0.2672909,0.0,0.31293148,0.0,0.0,0.0,0.23520051,0.32709447,0.0,0.19838597,0.2989306,0.0,0.0
Methanosaetaceae,0.28292862,0.25953016,0.0,0.0,0.0,0.0,0.0,0.3059793,0.0,0.24650706,0.29438576,0.33139443,0.28253254,0.0,0.0,0.33967426,0.0,0.0,0.0,0.0,0.0,0.28722605,0.3241018,0.0,0.0,0.0,0.0
Christensenellaceae,0.0,0.347683,0.34561074,0.33652982,0.30592406,0.28178152,0.2468499,0.0,0.24546754,0.28468224,0.0,0.0,0.0,0.33903262,0.2804006,0.0,0.32827705,0.31928703,0.23520051,0.0,0.0,0.0,0.0,0.33960998,0.28304467,0.3471098,0.21758804
Methanoregulaceae,0.0,0.0,0.30729386,0.0,0.27983683,0.0,0.0,0.3466645,0.0,0.34617928,0.33106315,0.0,0.33459908,0.0,0.0,0.0,0.21282172,0.0,0.32709447,0.28722605,0.0,0.0,0.0,0.0,0.33151826,0.0,0.0
Geobacteraceae,0.3111708,0.0,0.0,0.0,0.0,0.33649668,0.0,0.27647057,0.32158673,0.0,0.27833918,0.2735649,0.30718222,0.0,0.28962576,0.24930851,0.0,0.0,0.0,0.3241018,0.0,0.0,0.0,0.0,0.0,0.33595777,0.0
SBR1031,0.0,0.0,0.0,0.25210884,0.0,0.0,0.34085166,0.0,0.23088904,0.3278764,0.0,0.0,0.0,0.31046966,0.31481627,0.2360501,0.0,0.0,0.19838597,0.0,0.33960998,0.0,0.0,0.0,0.0,0.26390627,0.0
Pedosphaeraceae,0.33889648,0.0,0.31033868,0.0,0.0,0.0,0.0,0.32956925,0.25336063,0.32300276,0.25497133,0.0,0.0,0.28872338,0.0,0.0,0.0,0.0,0.2989306,0.0,0.28304467,0.33151826,0.0,0.0,0.0,0.0,0.0
