,Methanobacteriaceae,Dysgonomonadaceae,uncultured,UnclassifiedFamily,Aminicenantales,Rikenellaceae,Spirochaetaceae,JS1,Lentimicrobiaceae,Cloacimonadaceae,Smithellaceae,SAR324_clade(Marine_group_B),Syntrophobacteraceae,Anaerolineaceae,Gracilibacteraceae,Bacteroidetes_vadinHA17,Syntrophorhabdaceae,Synergistaceae,Prolixibacteraceae,Methanosaetaceae,Christensenellaceae,Methanoregulaceae,Geobacteraceae,SBR1031,Pedosphaeraceae,Calditrichaceae,Kosmotogaceae
Methanobacteriaceae,0.0,0.0,0.0,0.26698932,0.0,0.3720741,0.0,0.0,0.0,0.306547,0.0,0.39964938,0.35982063,0.0,0.35063177,0.32905868,0.0,0.0,0.33109954,0.3954532,0.0,0.0,0.3924205,0.0,0.32125366,0.0,0.0
Dysgonomonadaceae,0.0,0.0,0.39177215,0.35877472,0.31620303,0.0,0.0,0.0,0.0,0.0,0.0,0.2718281,0.0,0.0,0.0,0.0,0.23851722,0.32690206,0.0,0.27036473,0.3703336,0.0,0.0,0.0,0.0,0.31297892,0.386446
uncultured,0.0,0.39177215,0.0,0.35507613,0.0,0.0,0.0,0.36674634,0.0,0.2978489,0.0,0.0,0.0,0.0,0.0,0.0,0.30256438,0.35970628,0.23750731,0.0,0.37106094,0.37636852,0.0,0.0,0.27538887,0.36138615,0.0
UnclassifiedFamily,0.26698932,0.35877472,0.35507613,0.0,0.28620103,0.3944313,0.396727,0.0,0.0,0.31317312,0.0,0.0,0.0,0.25872833,0.28405952,0.0,0.0,0.27102998,0.0,0.0,0.37923554,0.0,0.0,0.3984762,0.0,0.388465,0.0
Aminicenantales,0.0,0.31620303,0.0,0.28620103,0.0,0.29285493,0.26505226,0.0,0.0,0.0,0.0,0.0,0.0,0.33748847,0.0,0.0,0.36322284,0.3151945,0.0,0.0,0.3923305,0.28597832,0.0,0.0,0.0,0.0,0.35628325
Rikenellaceae,0.3720741,0.0,0.0,0.3944313,0.29285493,0.0,0.0,0.0,0.0,0.3369138,0.0,0.0,0.31412762,0.0,0.3174951,0.0,0.0,0.37173778,0.34236208,0.0,0.38027334,0.0,0.33340478,0.0,0.0,0.0,0.0
Spirochaetaceae,0.0,0.0,0.0,0.396727,0.26505226,0.0,0.0,0.0,0.0,0.29639918,0.0,0.0,0.0,0.29173717,0.0,0.3810445,0.3821388,0.0,0.24666248,0.0,0.2822771,0.0,0.0,0.38440278,0.0,0.0,0.3085517
JS1,0.0,0.0,0.36674634,0.0,0.0,0.0,0.0,0.0,0.3595963,0.280269,0.33645564,0.3342916,0.3703029,0.0,0.0,0.39424554,0.39365298,0.0,0.3986601,0.3958329,0.0,0.31337127,0.3414254,0.0,0.28199294,0.0,0.2382879
Lentimicrobiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3595963,0.0,0.38764146,0.36653838,0.0,0.0,0.0,0.0,0.0,0.3832888,0.3351581,0.31304908,0.0,0.3965839,0.0,0.37501785,0.39835525,0.38647196,0.27100855,0.0
Cloacimonadaceae,0.306547,0.0,0.2978489,0.31317312,0.0,0.3369138,0.29639918,0.280269,0.38764146,0.0,0.31598496,0.31918398,0.38703617,0.36590144,0.39181185,0.39429992,0.3650877,0.3516867,0.33092308,0.26942334,0.34718475,0.3423138,0.0,0.3656535,0.39691538,0.31032613,0.35597375
