,Methanobacteriaceae,Dysgonomonadaceae,uncultured,UnclassifiedFamily,Aminicenantales,Rikenellaceae,Spirochaetaceae,JS1,Lentimicrobiaceae,Cloacimonadaceae,Smithellaceae,SAR324_clade(Marine_group_B),Syntrophobacteraceae,Anaerolineaceae,Gracilibacteraceae,Bacteroidetes_vadinHA17,Syntrophorhabdaceae,Synergistaceae,Prolixibacteraceae,Methanosaetaceae,Christensenellaceae,Methanoregulaceae,Geobacteraceae,SBR1031,Pedosphaeraceae,Calditrichaceae,Kosmotogaceae
Methanobacteriaceae,0.0,0.0,0.0,0.32685277,0.0,0.39901698,0.0,0.0,0.0,0.41625753,0.0,0.302847,0.340352,0.0,0.36888704,0.38136542,0.0,0.0,0.40883964,0.26024505,0.0,0.0,0.39735544,0.0,0.43015468,0.0,0.0
Dysgonomonadaceae,0.0,0.0,0.3683336,0.41103223,0.35965306,0.0,0.0,0.0,0.0,0.0,0.0,0.24557707,0.0,0.0,0.0,0.0,0.36697647,0.37938195,0.0,0.3620222,0.30427343,0.0,0.0,0.0,0.0,0.28751445,0.41376096
uncultured,0.0,0.3683336,0.0,0.42561325,0.0,0.0,0.0,0.42337072,0.0,0.3585317,0.0,0.0,0.0,0.0,0.0,0.0,0.4071007,0.3452171,0.38186127,0.0,0.33156306,0.3379379,0.0,0.0,0.4221701,0.3562139,0.0
UnclassifiedFamily,0.32685277,0.41103223,0.42561325,0.0,0.38171983,0.36434355,0.37522072,0.0,0.0,0.42926538,0.0,0.0,0.0,0.36476007,0.39353338,0.0,0.0,0.37163284,0.0,0.0,0.3517341,0.0,0.0,0.41861534,0.0,0.41692737,0.0
Aminicenantales,0.0,0.35965306,0.0,0.38171983,0.0,0.27690828,0.38187957,0.0,0.0,0.0,0.0,0.0,0.0,0.40359247,0.0,0.0,0.413477,0.30205262,0.0,0.0,0.40204763,0.35056418,0.0,0.0,0.0,0.0,0.40509883
Rikenellaceae,0.39901698,0.0,0.0,0.36434355,0.27690828,0.0,0.0,0.0,0.0,0.40802574,0.0,0.0,0.39160344,0.0,0.3687301,0.0,0.0,0.3768302,0.35553598,0.0,0.33097705,0.0,0.34129295,0.0,0.0,0.0,0.0
Spirochaetaceae,0.0,0.0,0.0,0.37522072,0.38187957,0.0,0.0,0.0,0.0,0.42519113,0.0,0.0,0.0,0.32280672,0.0,0.28832504,0.396662,0.0,0.3712685,0.0,0.28045797,0.0,0.0,0.39252022,0.0,0.0,0.34979227
JS1,0.0,0.0,0.42337072,0.0,0.0,0.0,0.0,0.0,0.39060614,0.42396593,0.42910376,0.28542027,0.27010176,0.0,0.0,0.3002849,0.4188154,0.0,0.38403136,0.32597142,0.0,0.29366934,0.2760468,0.0,0.31123343,0.0,0.2667316
Lentimicrobiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39060614,0.0,0.4030987,0.40634015,0.0,0.0,0.0,0.0,0.0,0.4201716,0.28591308,0.42576492,0.0,0.4113418,0.0,0.38640222,0.2953683,0.3725335,0.33685678,0.0
Cloacimonadaceae,0.41625753,0.0,0.3585317,0.42926538,0.0,0.40802574,0.42519113,0.42396593,0.4030987,0.0,0.42142516,0.33054215,0.36588025,0.3890988,0.30774072,0.26412097,0.29043198,0.3461238,0.27794114,0.4037158,0.39003378,0.32561946,0.0,0.284183,0.29007155,0.32678962,0.41638377
