,Methanobacteriaceae,Dysgonomonadaceae,uncultured,UnclassifiedFamily,Aminicenantales,Rikenellaceae,Spirochaetaceae,JS1,Lentimicrobiaceae,Cloacimonadaceae,Smithellaceae,SAR324_clade(Marine_group_B),Syntrophobacteraceae,Anaerolineaceae,Gracilibacteraceae,Bacteroidetes_vadinHA17,Syntrophorhabdaceae,Synergistaceae,Prolixibacteraceae,Methanosaetaceae,Christensenellaceae,Methanoregulaceae,Geobacteraceae,SBR1031,Pedosphaeraceae,Calditrichaceae,Kosmotogaceae
Methanobacteriaceae,0.0,0.0,0.0,0.34703368,0.0,0.31597248,0.0,0.0,0.0,0.31646365,0.0,0.28661892,0.30153447,0.0,0.29877934,0.26112643,0.0,0.0,0.2966972,0.26231015,0.0,0.0,0.26107538,0.0,0.34027275,0.0,0.0
Dysgonomonadaceae,0.0,0.0,0.35942355,0.33267874,0.3596007,0.0,0.0,0.0,0.0,0.0,0.0,0.24508356,0.0,0.0,0.0,0.0,0.29581627,0.29408726,0.0,0.32928073,0.36803517,0.0,0.0,0.0,0.0,0.27170244,0.33346897
uncultured,0.0,0.35942355,0.0,0.36450824,0.0,0.0,0.0,0.2807939,0.0,0.34630442,0.0,0.0,0.0,0.0,0.0,0.0,0.34089074,0.35827544,0.35922185,0.0,0.32786405,0.36734352,0.0,0.0,0.34388363,0.29184482,0.0
UnclassifiedFamily,0.34703368,0.33267874,0.36450824,0.0,0.33434314,0.3100985,0.34167245,0.0,0.0,0.31178895,0.0,0.0,0.0,0.33401656,0.30758643,0.0,0.0,0.2670638,0.0,0.0,0.32719707,0.0,0.0,0.35496184,0.0,0.23575264,0.0
Aminicenantales,0.0,0.3596007,0.0,0.33434314,0.0,0.337576,0.28280208,0.0,0.0,0.0,0.0,0.0,0.0,0.28247404,0.0,0.0,0.23718558,0.36573207,0.0,0.0,0.2655095,0.31810024,0.0,0.0,0.0,0.0,0.33058476
Rikenellaceae,0.31597248,0.0,0.0,0.3100985,0.337576,0.0,0.0,0.0,0.0,0.24439648,0.0,0.0,0.24281906,0.0,0.33593482,0.0,0.0,0.30550987,0.26871055,0.0,0.27271357,0.0,0.33563393,0.0,0.0,0.0,0.0
Spirochaetaceae,0.0,0.0,0.0,0.34167245,0.28280208,0.0,0.0,0.0,0.0,0.2923878,0.0,0.0,0.0,0.30364913,0.0,0.36764547,0.2984038,0.0,0.2809875,0.0,0.36332268,0.0,0.0,0.37079996,0.0,0.0,0.356766
JS1,0.0,0.0,0.2807939,0.0,0.0,0.0,0.0,0.0,0.32769394,0.2546038,0.30374867,0.30629873,0.36980522,0.0,0.0,0.34211448,0.25587162,0.0,0.3067846,0.23021042,0.0,0.33652568,0.32912368,0.0,0.24316289,0.0,0.33631375
Lentimicrobiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32769394,0.0,0.31469056,0.2771377,0.0,0.0,0.0,0.0,0.0,0.35601395,0.36137998,0.2845988,0.0,0.32094723,0.0,0.25410372,0.31849578,0.3324424,0.3307695,0.0
Cloacimonadaceae,0.31646365,0.0,0.34630442,0.31178895,0.0,0.24439648,0.2923878,0.2546038,0.31469056,0.0,0.37124977,0.3063065,0.3002299,0.35722563,0.34139547,0.25355813,0.3705149,0.23659515,0.2796715,0.29621014,0.25256225,0.3486612,0.0,0.30925098,0.36635342,0.3588056,0.23212132
Smithellaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30374867,0.2771377,0.37124977,0.0,0.36619058,0.35671493,0.0,0.0,0.30687156,0.30435795,0.0,0.32094175,0.32752323,0.0,0.37108865,0.33553338,0.0,0.35679197,0.0,0.27766886
SAR324_clade(Marine_group_B),0.28661892,0.24508356,0.0,0.0,0.0,0.0,0.0,0.30629873,0.0,0.3063065,0.36619058,0.0,0.28709587,0.0,0.0,0.3406963,0.32825193,0.0,0.0,0.22315702,0.0,0.0,0.34510943,0.0,0.0,0.0,0.35819283
Syntrophobacteraceae,0.30153447,0.0,0.0,0.0,0.0,0.24281906,0.0,0.36980522,0.0,0.3002299,0.35671493,0.28709587,0.0,0.3059871,0.31764853,0.0,0.27868024,0.0,0.0,0.32842624,0.0,0.3059038,0.31921178,0.0,0.0,0.0,0.0
Anaerolineaceae,0.0,0.0,0.0,0.33401656,0.28247404,0.0,0.30364913,0.0,0.0,0.35722563,0.0,0.0,0.3059871,0.0,0.0,0.34661227,0.0,0.0,0.0,0.0,0.28569433,0.0,0.0,0.24528816,0.23332989,0.35680178,0.32035816
Gracilibacteraceae,0.29877934,0.0,0.0,0.30758643,0.0,0.33593482,0.0,0.0,0.0,0.34139547,0.0,0.0,0.31764853,0.0,0.0,0.30682617,0.0,0.0,0.35209438,0.0,0.3158433,0.0,0.272915,0.36738402,0.0,0.0,0.0
Bacteroidetes_vadinHA17,0.26112643,0.0,0.0,0.0,0.0,0.0,0.36764547,0.34211448,0.0,0.25355813,0.30687156,0.3406963,0.0,0.34661227,0.30682617,0.0,0.2661524,0.0,0.0,0.32901034,0.0,0.0,0.32092857,0.30433577,0.0,0.0,0.29850245
Syntrophorhabdaceae,0.0,0.29581627,0.34089074,0.0,0.23718558,0.0,0.2984038,0.25587162,0.35601395,0.3705149,0.30435795,0.32825193,0.27868024,0.0,0.0,0.2661524,0.0,0.3628694,0.30070317,0.0,0.33571702,0.25811273,0.0,0.0,0.0,0.0,0.28933167
Synergistaceae,0.0,0.29408726,0.35827544,0.2670638,0.36573207,0.30550987,0.0,0.0,0.36137998,0.23659515,0.0,0.0,0.0,0.0,0.0,0.0,0.3628694,0.0,0.0,0.0,0.33235085,0.0,0.0,0.0,0.0,0.25502935,0.0
Prolixibacteraceae,0.2966972,0.0,0.35922185,0.0,0.0,0.26871055,0.2809875,0.3067846,0.2845988,0.2796715,0.32094175,0.0,0.0,0.0,0.35209438,0.0,0.30070317,0.0,0.0,0.0,0.36384806,0.24386069,0.0,0.34296176,0.30648407,0.0,0.0
Methanosaetaceae,0.26231015,0.32928073,0.0,0.0,0.0,0.0,0.0,0.23021042,0.0,0.29621014,0.32752323,0.22315702,0.32842624,0.0,0.0,0.32901034,0.0,0.0,0.0,0.0,0.0,0.27961662,0.3651945,0.0,0.0,0.0,0.0
Christensenellaceae,0.0,0.36803517,0.32786405,0.32719707,0.2655095,0.27271357,0.36332268,0.0,0.32094723,0.25256225,0.0,0.0,0.0,0.28569433,0.3158433,0.0,0.33571702,0.33235085,0.36384806,0.0,0.0,0.0,0.0,0.37010822,0.34751076,0.26107365,0.29447478
Methanoregulaceae,0.0,0.0,0.36734352,0.0,0.31810024,0.0,0.0,0.33652568,0.0,0.3486612,0.37108865,0.0,0.3059038,0.0,0.0,0.0,0.25811273,0.0,0.24386069,0.27961662,0.0,0.0,0.0,0.0,0.33781412,0.0,0.0
