,Methanobacteriaceae,Dysgonomonadaceae,uncultured,UnclassifiedFamily,Aminicenantales,Rikenellaceae,Spirochaetaceae,JS1,Lentimicrobiaceae,Cloacimonadaceae,Smithellaceae,SAR324_clade(Marine_group_B),Syntrophobacteraceae,Anaerolineaceae,Gracilibacteraceae,Bacteroidetes_vadinHA17,Syntrophorhabdaceae,Synergistaceae,Prolixibacteraceae,Methanosaetaceae,Christensenellaceae,Methanoregulaceae,Geobacteraceae,SBR1031,Pedosphaeraceae,Calditrichaceae,Kosmotogaceae
Methanobacteriaceae,0.0,0.0,0.0,0.37965697,0.0,0.43614754,0.0,0.0,0.0,0.38275602,0.0,0.35978827,0.45179355,0.0,0.4417418,0.30937147,0.0,0.0,0.44302222,0.40767637,0.0,0.0,0.3705531,0.0,0.43349344,0.0,0.0
Dysgonomonadaceae,0.0,0.0,0.32000363,0.3223495,0.43221158,0.0,0.0,0.0,0.0,0.0,0.0,0.41897815,0.0,0.0,0.0,0.0,0.40784898,0.44699916,0.0,0.41029763,0.4436661,0.0,0.0,0.0,0.0,0.4284577,0.4119449
uncultured,0.0,0.32000363,0.0,0.41258714,0.0,0.0,0.0,0.4507038,0.0,0.3600534,0.0,0.0,0.0,0.0,0.0,0.0,0.43977445,0.4464387,0.36689684,0.0,0.4592426,0.43173507,0.0,0.0,0.3429102,0.38636145,0.0
UnclassifiedFamily,0.37965697,0.3223495,0.41258714,0.0,0.30783004,0.43107972,0.43300012,0.0,0.0,0.4111355,0.0,0.0,0.0,0.3995694,0.44440818,0.0,0.0,0.4006596,0.0,0.0,0.4346867,0.0,0.0,0.43285835,0.0,0.41489372,0.0
Aminicenantales,0.0,0.43221158,0.0,0.30783004,0.0,0.39267862,0.4535971,0.0,0.0,0.0,0.0,0.0,0.0,0.4560848,0.0,0.0,0.27252537,0.43661827,0.0,0.0,0.3533812,0.31744465,0.0,0.0,0.0,0.0,0.3656091
Rikenellaceae,0.43614754,0.0,0.0,0.43107972,0.39267862,0.0,0.0,0.0,0.0,0.38864648,0.0,0.0,0.45286277,0.0,0.3229632,0.0,0.0,0.3103783,0.389752,0.0,0.3447217,0.0,0.43613145,0.0,0.0,0.0,0.0
Spirochaetaceae,0.0,0.0,0.0,0.43300012,0.4535971,0.0,0.0,0.0,0.0,0.31028157,0.0,0.0,0.0,0.3769719,0.0,0.38914582,0.37798727,0.0,0.35517058,0.0,0.41907167,0.0,0.0,0.42921188,0.0,0.0,0.26915273
JS1,0.0,0.0,0.4507038,0.0,0.0,0.0,0.0,0.0,0.33661214,0.4574447,0.31716433,0.413351,0.34584314,0.0,0.0,0.42045513,0.4138855,0.0,0.31715634,0.42804176,0.0,0.4021139,0.43815228,0.0,0.3762526,0.0,0.4288202
Lentimicrobiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33661214,0.0,0.35715654,0.3948349,0.0,0.0,0.0,0.0,0.0,0.3998303,0.4341447,0.44691777,0.0,0.4005721,0.0,0.45905522,0.36988634,0.43936425,0.3590469,0.0
Cloacimonadaceae,0.38275602,0.0,0.3600534,0.4111355,0.0,0.38864648,0.31028157,0.4574447,0.35715654,0.0,0.40399364,0.409748,0.35718396,0.38806275,0.33280367,0.40421996,0.45140377,0.3843715,0.4450767,0.40374732,0.43025818,0.42578286,0.0,0.38655323,0.3717706,0.37969607,0.45829982
Smithellaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31716433,0.3948349,0.40399364,0.0,0.42638785,0.30839205,0.0,0.0,0.3908134,0.44729844,0.0,0.290273,0.38715586,0.0,0.35725394,0.3601111,0.0,0.39526108,0.0,0.42213213
SAR324_clade(Marine_group_B),0.35978827,0.41897815,0.0,0.0,0.0,0.0,0.0,0.413351,0.0,0.409748,0.42638785,0.0,0.42003676,0.0,0.0,0.36146694,0.45732993,0.0,0.0,0.35990873,0.0,0.0,0.34958786,0.0,0.0,0.0,0.36903775
Syntrophobacteraceae,0.45179355,0.0,0.0,0.0,0.0,0.45286277,0.0,0.34584314,0.0,0.35718396,0.30839205,0.42003676,0.0,0.4370769,0.41962004,0.0,0.36562288,0.0,0.0,0.42890665,0.0,0.357133,0.35271755,0.0,0.0,0.0,0.0
Anaerolineaceae,0.0,0.0,0.0,0.3995694,0.4560848,0.0,0.3769719,0.0,0.0,0.38806275,0.0,0.0,0.4370769,0.0,0.0,0.31468174,0.0,0.0,0.0,0.0,0.3784782,0.0,0.0,0.38776502,0.4309372,0.41299194,0.42585847
Gracilibacteraceae,0.4417418,0.0,0.0,0.44440818,0.0,0.3229632,0.0,0.0,0.0,0.33280367,0.0,0.0,0.41962004,0.0,0.0,0.44784972,0.0,0.0,0.2961667,0.0,0.4094789,0.0,0.4439664,0.4548832,0.0,0.0,0.0
