,Methanobacteriaceae,Dysgonomonadaceae,uncultured,UnclassifiedFamily,Aminicenantales,Rikenellaceae,Spirochaetaceae,JS1,Lentimicrobiaceae,Cloacimonadaceae,Smithellaceae,SAR324_clade(Marine_group_B),Syntrophobacteraceae,Anaerolineaceae,Gracilibacteraceae,Bacteroidetes_vadinHA17,Syntrophorhabdaceae,Synergistaceae,Prolixibacteraceae,Methanosaetaceae,Christensenellaceae,Methanoregulaceae,Geobacteraceae,SBR1031,Pedosphaeraceae,Calditrichaceae,Kosmotogaceae
Methanobacteriaceae,0.0,0.0,0.0,0.31247336,0.0,0.41917622,0.0,0.0,0.0,0.42955783,0.0,0.33464953,0.458537,0.0,0.45607433,0.33083165,0.0,0.0,0.38265637,0.30425158,0.0,0.0,0.44631478,0.0,0.36808774,0.0,0.0
Dysgonomonadaceae,0.0,0.0,0.40930134,0.36950037,0.36116907,0.0,0.0,0.0,0.0,0.0,0.0,0.4577413,0.0,0.0,0.0,0.0,0.36341462,0.39227924,0.0,0.4270987,0.448096,0.0,0.0,0.0,0.0,0.4354864,0.4098447
uncultured,0.0,0.40930134,0.0,0.43673807,0.0,0.0,0.0,0.38960853,0.0,0.40468442,0.0,0.0,0.0,0.0,0.0,0.0,0.34893987,0.4067563,0.4230011,0.0,0.31398848,0.39239848,0.0,0.0,0.32425216,0.4592378,0.0
UnclassifiedFamily,0.31247336,0.36950037,0.43673807,0.0,0.405269,0.30326906,0.3123737,0.0,0.0,0.39205155,0.0,0.0,0.0,0.32245132,0.45699945,0.0,0.0,0.38757044,0.0,0.0,0.4468969,0.0,0.0,0.45421058,0.0,0.42672634,0.0
Aminicenantales,0.0,0.36116907,0.0,0.405269,0.0,0.31639558,0.44567615,0.0,0.0,0.0,0.0,0.0,0.0,0.43850574,0.0,0.0,0.3643373,0.43524286,0.0,0.0,0.4082722,0.42893034,0.0,0.0,0.0,0.0,0.40863305
Rikenellaceae,0.41917622,0.0,0.0,0.30326906,0.31639558,0.0,0.0,0.0,0.0,0.4457801,0.0,0.0,0.3999826,0.0,0.41571248,0.0,0.0,0.38873285,0.38181213,0.0,0.35802403,0.0,0.4297313,0.0,0.0,0.0,0.0
Spirochaetaceae,0.0,0.0,0.0,0.3123737,0.44567615,0.0,0.0,0.0,0.0,0.32528377,0.0,0.0,0.0,0.36063096,0.0,0.34136733,0.44864178,0.0,0.32024965,0.0,0.40039247,0.0,0.0,0.3039556,0.0,0.0,0.40398
JS1,0.0,0.0,0.38960853,0.0,0.0,0.0,0.0,0.0,0.44492647,0.45416957,0.37551364,0.43856904,0.39367145,0.0,0.0,0.33704424,0.4251433,0.0,0.41130242,0.36072034,0.0,0.29559445,0.35607365,0.0,0.4580086,0.0,0.28704166
Lentimicrobiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44492647,0.0,0.42693463,0.44275782,0.0,0.0,0.0,0.0,0.0,0.3442162,0.42600027,0.45131034,0.0,0.44625032,0.0,0.3588334,0.43247014,0.44752142,0.4501493,0.0
Cloacimonadaceae,0.42955783,0.0,0.40468442,0.39205155,0.0,0.4457801,0.32528377,0.45416957,0.42693463,0.0,0.39086053,0.35178897,0.35146394,0.30205002,0.43627062,0.3737933,0.40097964,0.28340065,0.28914863,0.4590881,0.43520948,0.38077202,0.0,0.44280872,0.41673827,0.27781957,0.32046762
