,Methanobacteriaceae,Dysgonomonadaceae,uncultured,UnclassifiedFamily,Aminicenantales,Rikenellaceae,Spirochaetaceae,JS1,Lentimicrobiaceae,Cloacimonadaceae,Smithellaceae,SAR324_clade(Marine_group_B),Syntrophobacteraceae,Anaerolineaceae,Gracilibacteraceae,Bacteroidetes_vadinHA17,Syntrophorhabdaceae,Synergistaceae,Prolixibacteraceae,Methanosaetaceae,Christensenellaceae,Methanoregulaceae,Geobacteraceae,SBR1031,Pedosphaeraceae,Calditrichaceae,Kosmotogaceae
Methanobacteriaceae,0.0,0.0,0.0,0.38646892,0.0,0.31381348,0.0,0.0,0.0,0.3436318,0.0,0.3947864,0.37303782,0.0,0.40044606,0.34376848,0.0,0.0,0.45184883,0.3905725,0.0,0.0,0.34078228,0.0,0.2670189,0.0,0.0
Dysgonomonadaceae,0.0,0.0,0.3275891,0.35600823,0.40663278,0.0,0.0,0.0,0.0,0.0,0.0,0.43521306,0.0,0.0,0.0,0.0,0.38289544,0.35206848,0.0,0.43200186,0.30502772,0.0,0.0,0.0,0.0,0.43731454,0.39862755
uncultured,0.0,0.3275891,0.0,0.41724092,0.0,0.0,0.0,0.3244764,0.0,0.45238093,0.0,0.0,0.0,0.0,0.0,0.0,0.32895225,0.36019436,0.3433758,0.0,0.42105404,0.40403217,0.0,0.0,0.29885942,0.4531506,0.0
UnclassifiedFamily,0.38646892,0.35600823,0.41724092,0.0,0.38172016,0.4487312,0.33474275,0.0,0.0,0.4082131,0.0,0.0,0.0,0.33021188,0.43095988,0.0,0.0,0.36757886,0.0,0.0,0.424089,0.0,0.0,0.42904356,0.0,0.42263728,0.0
Aminicenantales,0.0,0.40663278,0.0,0.38172016,0.0,0.33978203,0.40582055,0.0,0.0,0.0,0.0,0.0,0.0,0.31780833,0.0,0.0,0.43122363,0.34026906,0.0,0.0,0.4207569,0.391954,0.0,0.0,0.0,0.0,0.41035762
Rikenellaceae,0.31381348,0.0,0.0,0.4487312,0.33978203,0.0,0.0,0.0,0.0,0.2995192,0.0,0.0,0.29685688,0.0,0.31501284,0.0,0.0,0.45387763,0.34868965,0.0,0.3589449,0.0,0.32042912,0.0,0.0,0.0,0.0
Spirochaetaceae,0.0,0.0,0.0,0.33474275,0.40582055,0.0,0.0,0.0,0.0,0.38351044,0.0,0.0,0.0,0.44409394,0.0,0.2953109,0.3080984,0.0,0.35173163,0.0,0.4534927,0.0,0.0,0.2677366,0.0,0.0,0.3113823
JS1,0.0,0.0,0.3244764,0.0,0.0,0.0,0.0,0.0,0.4426241,0.4383427,0.43185797,0.33592135,0.31374803,0.0,0.0,0.34480774,0.44056118,0.0,0.39798176,0.42084107,0.0,0.424657,0.4169459,0.0,0.44343096,0.0,0.4146322
Lentimicrobiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4426241,0.0,0.389987,0.3550022,0.0,0.0,0.0,0.0,0.0,0.42971647,0.2953444,0.40568334,0.0,0.3395617,0.0,0.4447853,0.4538511,0.43459448,0.33642015,0.0
Cloacimonadaceae,0.3436318,0.0,0.45238093,0.4082131,0.0,0.2995192,0.38351044,0.4383427,0.389987,0.0,0.4481044,0.33634993,0.4397314,0.32860807,0.37870428,0.38917196,0.38439205,0.42889398,0.35660613,0.3861853,0.3049182,0.3991388,0.0,0.42354086,0.3080871,0.39870772,0.36438236
Smithellaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43185797,0.3550022,0.4481044,0.0,0.3315353,0.4108148,0.0,0.0,0.3641539,0.43647337,0.0,0.45034865,0.32480124,0.0,0.34553474,0.4264469,0.0,0.43243244,0.0,0.3976213
SAR324_clade(Marine_group_B),0.3947864,0.43521306,0.0,0.0,0.0,0.0,0.0,0.33592135,0.0,0.33634993,0.3315353,0.0,0.4309672,0.0,0.0,0.39398092,0.44498727,0.0,0.0,0.39188063,0.0,0.0,0.43551484,0.0,0.0,0.0,0.44513056
Syntrophobacteraceae,0.37303782,0.0,0.0,0.0,0.0,0.29685688,0.0,0.31374803,0.0,0.4397314,0.4108148,0.4309672,0.0,0.43706557,0.42185852,0.0,0.3297679,0.0,0.0,0.345184,0.0,0.439107,0.34740967,0.0,0.0,0.0,0.0
Anaerolineaceae,0.0,0.0,0.0,0.33021188,0.31780833,0.0,0.44409394,0.0,0.0,0.32860807,0.0,0.0,0.43706557,0.0,0.0,0.35180527,0.0,0.0,0.0,0.0,0.3979556,0.0,0.0,0.44506735,0.34352544,0.45016274,0.4417204
Gracilibacteraceae,0.40044606,0.0,0.0,0.43095988,0.0,0.31501284,0.0,0.0,0.0,0.37870428,0.0,0.0,0.42185852,0.0,0.0,0.44099164,0.0,0.0,0.2916533,0.0,0.31512862,0.0,0.401705,0.30310085,0.0,0.0,0.0
Bacteroidetes_vadinHA17,0.34376848,0.0,0.0,0.0,0.0,0.0,0.2953109,0.34480774,0.0,0.38917196,0.3641539,0.39398092,0.0,0.35180527,0.44099164,0.0,0.44011867,0.0,0.0,0.37059033,0.0,0.0,0.41701937,0.34242052,0.0,0.0,0.44439948
Syntrophorhabdaceae,0.0,0.38289544,0.32895225,0.0,0.43122363,0.0,0.3080984,0.44056118,0.42971647,0.38439205,0.43647337,0.44498727,0.3297679,0.0,0.0,0.44011867,0.0,0.38278738,0.40454254,0.0,0.29256502,0.3491422,0.0,0.0,0.0,0.0,0.41443858
Synergistaceae,0.0,0.35206848,0.36019436,0.36757886,0.34026906,0.45387763,0.0,0.0,0.2953444,0.42889398,0.0,0.0,0.0,0.0,0.0,0.0,0.38278738,0.0,0.0,0.0,0.42826203,0.0,0.0,0.0,0.0,0.45329767,0.0
Prolixibacteraceae,0.45184883,0.0,0.3433758,0.0,0.0,0.34868965,0.35173163,0.39798176,0.40568334,0.35660613,0.45034865,0.0,0.0,0.0,0.2916533,0.0,0.40454254,0.0,0.0,0.0,0.41549695,0.41901228,0.0,0.42089874,0.31124392,0.0,0.0
Methanosaetaceae,0.3905725,0.43200186,0.0,0.0,0.0,0.0,0.0,0.42084107,0.0,0.3861853,0.32480124,0.39188063,0.345184,0.0,0.0,0.37059033,0.0,0.0,0.0,0.0,0.0,0.3766919,0.26833898,0.0,0.0,0.0,0.0
Christensenellaceae,0.0,0.30502772,0.42105404,0.424089,0.4207569,0.3589449,0.4534927,0.0,0.3395617,0.3049182,0.0,0.0,0.0,0.3979556,0.31512862,0.0,0.29256502,0.42826203,0.41549695,0.0,0.0,0.0,0.0,0.3136072,0.36484885,0.43658832,0.45371512
Methanoregulaceae,0.0,0.0,0.40403217,0.0,0.391954,0.0,0.0,0.424657,0.0,0.3991388,0.34553474,0.0,0.439107,0.0,0.0,0.0,0.3491422,0.0,0.41901228,0.3766919,0.0,0.0,0.0,0.0,0.40382212,0.0,0.0
Geobacteraceae,0.34078228,0.0,0.0,0.0,0.0,0.32042912,0.0,0.4169459,0.4447853,0.0,0.4264469,0.43551484,0.34740967,0.0,0.401705,0.41701937,0.0,0.0,0.0,0.26833898,0.0,0.0,0.0,0.0,0.0,0.4189763,0.0
SBR1031,0.0,0.0,0.0,0.42904356,0.0,0.0,0.2677366,0.0,0.4538511,0.42354086,0.0,0.0,0.0,0.44506735,0.30310085,0.34242052,0.0,0.0,0.42089874,0.0,0.3136072,0.0,0.0,0.0,0.0,0.30168173,0.0
Pedosphaeraceae,0.2670189,0.0,0.29885942,0.0,0.0,0.0,0.0,0.44343096,0.43459448,0.3080871,0.43243244,0.0,0.0,0.34352544,0.0,0.0,0.0,0.0,0.31124392,0.0,0.36484885,0.40382212,0.0,0.0,0.0,0.0,0.0
Calditrichaceae,0.0,0.43731454,0.4531506,0.42263728,0.0,0.0,0.0,0.0,0.33642015,0.39870772,0.0,0.0,0.0,0.45016274,0.0,0.0,0.0,0.45329767,0.0,0.0,0.43658832,0.0,0.4189763,0.30168173,0.0,0.0,0.0
