,Methanobacteriaceae,Dysgonomonadaceae,uncultured,UnclassifiedFamily,Aminicenantales,Rikenellaceae,Spirochaetaceae,JS1,Lentimicrobiaceae,Cloacimonadaceae,Smithellaceae,SAR324_clade(Marine_group_B),Syntrophobacteraceae,Anaerolineaceae,Gracilibacteraceae,Bacteroidetes_vadinHA17,Syntrophorhabdaceae,Synergistaceae,Prolixibacteraceae,Methanosaetaceae,Christensenellaceae,Methanoregulaceae,Geobacteraceae,SBR1031,Pedosphaeraceae,Calditrichaceae,Kosmotogaceae
Methanobacteriaceae,0.0,0.0,0.0,0.37691534,0.0,0.38285938,0.0,0.0,0.0,0.34098372,0.0,0.34160137,0.29421994,0.0,0.3620448,0.39949164,0.0,0.0,0.39305156,0.40806934,0.0,0.0,0.3550427,0.0,0.4248716,0.0,0.0
Dysgonomonadaceae,0.0,0.0,0.36725628,0.37601355,0.41030908,0.0,0.0,0.0,0.0,0.0,0.0,0.45627457,0.0,0.0,0.0,0.0,0.37316784,0.30031067,0.0,0.3451843,0.3545285,0.0,0.0,0.0,0.0,0.34846094,0.35391954
uncultured,0.0,0.36725628,0.0,0.42087695,0.0,0.0,0.0,0.38790283,0.0,0.30315247,0.0,0.0,0.0,0.0,0.0,0.0,0.44761765,0.45458388,0.4193482,0.0,0.37174627,0.30127338,0.0,0.0,0.28412342,0.36612356,0.0
UnclassifiedFamily,0.37691534,0.37601355,0.42087695,0.0,0.4156729,0.2711859,0.31224898,0.0,0.0,0.36134747,0.0,0.0,0.0,0.3313744,0.40458548,0.0,0.0,0.40646127,0.0,0.0,0.4282347,0.0,0.0,0.31197184,0.0,0.38047197,0.0
Aminicenantales,0.0,0.41030908,0.0,0.4156729,0.0,0.38728267,0.3526201,0.0,0.0,0.0,0.0,0.0,0.0,0.37355596,0.0,0.0,0.36363712,0.36316812,0.0,0.0,0.35594124,0.34632906,0.0,0.0,0.0,0.0,0.27581206
Rikenellaceae,0.38285938,0.0,0.0,0.2711859,0.38728267,0.0,0.0,0.0,0.0,0.41657585,0.0,0.0,0.4341443,0.0,0.44265333,0.0,0.0,0.32427803,0.31523165,0.0,0.35473818,0.0,0.3897086,0.0,0.0,0.0,0.0
Spirochaetaceae,0.0,0.0,0.0,0.31224898,0.3526201,0.0,0.0,0.0,0.0,0.35254616,0.0,0.0,0.0,0.35974467,0.0,0.28809714,0.45315683,0.0,0.44871393,0.0,0.3929317,0.0,0.0,0.4535958,0.0,0.0,0.37759393
JS1,0.0,0.0,0.38790283,0.0,0.0,0.0,0.0,0.0,0.29421827,0.4555892,0.4185495,0.32672933,0.37031052,0.0,0.0,0.44694233,0.44467396,0.0,0.44833416,0.4507732,0.0,0.3214885,0.43437144,0.0,0.3786221,0.0,0.37159303
Lentimicrobiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29421827,0.0,0.38090655,0.4059981,0.0,0.0,0.0,0.0,0.0,0.35875285,0.33064485,0.44678327,0.0,0.40618753,0.0,0.42174554,0.29379278,0.423353,0.4473554,0.0
Cloacimonadaceae,0.34098372,0.0,0.30315247,0.36134747,0.0,0.41657585,0.35254616,0.4555892,0.38090655,0.0,0.44505322,0.4060647,0.38602644,0.42347577,0.32099152,0.36752906,0.36165956,0.33221534,0.44811207,0.32899258,0.41131797,0.4395713,0.0,0.3540559,0.31344083,0.35349318,0.39748335
Smithellaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4185495,0.4059981,0.44505322,0.0,0.35159937,0.3498111,0.0,0.0,0.3846077,0.4086205,0.0,0.346169,0.30678678,0.0,0.33513474,0.45548445,0.0,0.36181298,0.0,0.43376943
SAR324_clade(Marine_group_B),0.34160137,0.45627457,0.0,0.0,0.0,0.0,0.0,0.32672933,0.0,0.4060647,0.35159937,0.0,0.29876274,0.0,0.0,0.33823788,0.39185676,0.0,0.0,0.38193336,0.0,0.0,0.35506567,0.0,0.0,0.0,0.37138832
Syntrophobacteraceae,0.29421994,0.0,0.0,0.0,0.0,0.4341443,0.0,0.37031052,0.0,0.38602644,0.3498111,0.29876274,0.0,0.41121572,0.41628626,0.0,0.3610617,0.0,0.0,0.37748474,0.0,0.44718027,0.38789758,0.0,0.0,0.0,0.0
Anaerolineaceae,0.0,0.0,0.0,0.3313744,0.37355596,0.0,0.35974467,0.0,0.0,0.42347577,0.0,0.0,0.41121572,0.0,0.0,0.4096398,0.0,0.0,0.0,0.0,0.43631184,0.0,0.0,0.4091669,0.3092133,0.33270776,0.3227587
Gracilibacteraceae,0.3620448,0.0,0.0,0.40458548,0.0,0.44265333,0.0,0.0,0.0,0.32099152,0.0,0.0,0.41628626,0.0,0.0,0.32933915,0.0,0.0,0.44359788,0.0,0.4144076,0.0,0.33717707,0.31775415,0.0,0.0,0.0
Bacteroidetes_vadinHA17,0.39949164,0.0,0.0,0.0,0.0,0.0,0.28809714,0.44694233,0.0,0.36752906,0.3846077,0.33823788,0.0,0.4096398,0.32933915,0.0,0.45345277,0.0,0.0,0.3149131,0.0,0.0,0.44756287,0.33839923,0.0,0.0,0.3689066
Syntrophorhabdaceae,0.0,0.37316784,0.44761765,0.0,0.36363712,0.0,0.45315683,0.44467396,0.35875285,0.36165956,0.4086205,0.39185676,0.3610617,0.0,0.0,0.45345277,0.0,0.43090814,0.386296,0.0,0.3899536,0.40693957,0.0,0.0,0.0,0.0,0.43151352
Synergistaceae,0.0,0.30031067,0.45458388,0.40646127,0.36316812,0.32427803,0.0,0.0,0.33064485,0.33221534,0.0,0.0,0.0,0.0,0.0,0.0,0.43090814,0.0,0.0,0.0,0.44469413,0.0,0.0,0.0,0.0,0.32184568,0.0
Prolixibacteraceae,0.39305156,0.0,0.4193482,0.0,0.0,0.31523165,0.44871393,0.44833416,0.44678327,0.44811207,0.346169,0.0,0.0,0.0,0.44359788,0.0,0.386296,0.0,0.0,0.0,0.36632475,0.45519122,0.0,0.34828225,0.35795206,0.0,0.0
Methanosaetaceae,0.40806934,0.3451843,0.0,0.0,0.0,0.0,0.0,0.4507732,0.0,0.32899258,0.30678678,0.38193336,0.37748474,0.0,0.0,0.3149131,0.0,0.0,0.0,0.0,0.0,0.4262434,0.40309694,0.0,0.0,0.0,0.0
Christensenellaceae,0.0,0.3545285,0.37174627,0.4282347,0.35594124,0.35473818,0.3929317,0.0,0.40618753,0.41131797,0.0,0.0,0.0,0.43631184,0.4144076,0.0,0.3899536,0.44469413,0.36632475,0.0,0.0,0.0,0.0,0.44018874,0.34017402,0.35062182,0.43678018
Methanoregulaceae,0.0,0.0,0.30127338,0.0,0.34632906,0.0,0.0,0.3214885,0.0,0.4395713,0.33513474,0.0,0.44718027,0.0,0.0,0.0,0.40693957,0.0,0.45519122,0.4262434,0.0,0.0,0.0,0.0,0.37606287,0.0,0.0
Geobacteraceae,0.3550427,0.0,0.0,0.0,0.0,0.3897086,0.0,0.43437144,0.42174554,0.0,0.45548445,0.35506567,0.38789758,0.0,0.33717707,0.44756287,0.0,0.0,0.0,0.40309694,0.0,0.0,0.0,0.0,0.0,0.4132706,0.0
SBR1031,0.0,0.0,0.0,0.31197184,0.0,0.0,0.4535958,0.0,0.29379278,0.3540559,0.0,0.0,0.0,0.4091669,0.31775415,0.33839923,0.0,0.0,0.34828225,0.0,0.44018874,0.0,0.0,0.0,0.0,0.29568675,0.0
Pedosphaeraceae,0.4248716,0.0,0.28412342,0.0,0.0,0.0,0.0,0.3786221,0.423353,0.31344083,0.36181298,0.0,0.0,0.3092133,0.0,0.0,0.0,0.0,0.35795206,0.0,0.34017402,0.37606287,0.0,0.0,0.0,0.0,0.0
