,Methanobacteriaceae,Dysgonomonadaceae,uncultured,UnclassifiedFamily,Aminicenantales,Rikenellaceae,Spirochaetaceae,JS1,Lentimicrobiaceae,Cloacimonadaceae,Smithellaceae,SAR324_clade(Marine_group_B),Syntrophobacteraceae,Anaerolineaceae,Gracilibacteraceae,Bacteroidetes_vadinHA17,Syntrophorhabdaceae,Synergistaceae,Prolixibacteraceae,Methanosaetaceae,Christensenellaceae,Methanoregulaceae,Geobacteraceae,SBR1031,Pedosphaeraceae,Calditrichaceae,Kosmotogaceae
Methanobacteriaceae,0.0,0.0,0.0,0.35514095,0.0,0.3637587,0.0,0.0,0.0,0.414834,0.0,0.32257006,0.43330872,0.0,0.38917306,0.38328046,0.0,0.0,0.33098695,0.29893586,0.0,0.0,0.43771708,0.0,0.42675844,0.0,0.0
Dysgonomonadaceae,0.0,0.0,0.27853,0.38705683,0.4499118,0.0,0.0,0.0,0.0,0.0,0.0,0.44974583,0.0,0.0,0.0,0.0,0.34191015,0.31880084,0.0,0.37370992,0.43441263,0.0,0.0,0.0,0.0,0.45211408,0.30543417
uncultured,0.0,0.27853,0.0,0.3197317,0.0,0.0,0.0,0.3084955,0.0,0.35761526,0.0,0.0,0.0,0.0,0.0,0.0,0.44790164,0.37073565,0.39893895,0.0,0.44688973,0.4435155,0.0,0.0,0.4169063,0.35495412,0.0
UnclassifiedFamily,0.35514095,0.38705683,0.3197317,0.0,0.37177244,0.43789124,0.3422108,0.0,0.0,0.35865372,0.0,0.0,0.0,0.44670466,0.407896,0.0,0.0,0.43087727,0.0,0.0,0.39505425,0.0,0.0,0.43554637,0.0,0.3672289,0.0
Aminicenantales,0.0,0.4499118,0.0,0.37177244,0.0,0.45449436,0.35825193,0.0,0.0,0.0,0.0,0.0,0.0,0.4125455,0.0,0.0,0.2695744,0.45562032,0.0,0.0,0.29308364,0.31672132,0.0,0.0,0.0,0.0,0.27857882
Rikenellaceae,0.3637587,0.0,0.0,0.43789124,0.45449436,0.0,0.0,0.0,0.0,0.44664943,0.0,0.0,0.3788753,0.0,0.41165414,0.0,0.0,0.3130949,0.43024716,0.0,0.36587444,0.0,0.37696144,0.0,0.0,0.0,0.0
Spirochaetaceae,0.0,0.0,0.0,0.3422108,0.35825193,0.0,0.0,0.0,0.0,0.41876498,0.0,0.0,0.0,0.37838796,0.0,0.38638696,0.44887152,0.0,0.3642713,0.0,0.27220577,0.0,0.0,0.43917042,0.0,0.0,0.41882843
JS1,0.0,0.0,0.3084955,0.0,0.0,0.0,0.0,0.0,0.3355165,0.3931989,0.3652488,0.39592788,0.35878584,0.0,0.0,0.3439212,0.4394355,0.0,0.4319547,0.3212862,0.0,0.42473242,0.39204127,0.0,0.38898516,0.0,0.45444435
Lentimicrobiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3355165,0.0,0.3646291,0.45643455,0.0,0.0,0.0,0.0,0.0,0.3876849,0.4009173,0.34978056,0.0,0.40893236,0.0,0.3820577,0.3104266,0.43207994,0.43719587,0.0
Cloacimonadaceae,0.414834,0.0,0.35761526,0.35865372,0.0,0.44664943,0.41876498,0.3931989,0.3646291,0.0,0.4096476,0.39959073,0.34577632,0.38189125,0.42848277,0.382236,0.44108433,0.3794785,0.44171065,0.44800028,0.4550093,0.39000785,0.0,0.39514843,0.3061844,0.4302871,0.42228693
Smithellaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3652488,0.45643455,0.4096476,0.0,0.3632447,0.44828776,0.0,0.0,0.44519073,0.44631356,0.0,0.3729527,0.2891983,0.0,0.4205828,0.42409724,0.0,0.34366146,0.0,0.34149706
SAR324_clade(Marine_group_B),0.32257006,0.44974583,0.0,0.0,0.0,0.0,0.0,0.39592788,0.0,0.39959073,0.3632447,0.0,0.43545288,0.0,0.0,0.34966987,0.37024635,0.0,0.0,0.45871332,0.0,0.0,0.400856,0.0,0.0,0.0,0.29570758
Syntrophobacteraceae,0.43330872,0.0,0.0,0.0,0.0,0.3788753,0.0,0.35878584,0.0,0.34577632,0.44828776,0.43545288,0.0,0.400158,0.44906124,0.0,0.3897255,0.0,0.0,0.34485388,0.0,0.41953042,0.33904478,0.0,0.0,0.0,0.0
Anaerolineaceae,0.0,0.0,0.0,0.44670466,0.4125455,0.0,0.37838796,0.0,0.0,0.38189125,0.0,0.0,0.400158,0.0,0.0,0.33017427,0.0,0.0,0.0,0.0,0.36820614,0.0,0.0,0.4336063,0.37878004,0.3740642,0.45737526
Gracilibacteraceae,0.38917306,0.0,0.0,0.407896,0.0,0.41165414,0.0,0.0,0.0,0.42848277,0.0,0.0,0.44906124,0.0,0.0,0.28767496,0.0,0.0,0.27899182,0.0,0.44026598,0.0,0.3676974,0.34615776,0.0,0.0,0.0
Bacteroidetes_vadinHA17,0.38328046,0.0,0.0,0.0,0.0,0.0,0.38638696,0.3439212,0.0,0.382236,0.44519073,0.34966987,0.0,0.33017427,0.28767496,0.0,0.339986,0.0,0.0,0.35203457,0.0,0.0,0.34759116,0.3824209,0.0,0.0,0.3788408
Syntrophorhabdaceae,0.0,0.34191015,0.44790164,0.0,0.2695744,0.0,0.44887152,0.4394355,0.3876849,0.44108433,0.44631356,0.37024635,0.3897255,0.0,0.0,0.339986,0.0,0.3731839,0.41077223,0.0,0.37887,0.32854128,0.0,0.0,0.0,0.0,0.38948125
