,Methanobacteriaceae,Dysgonomonadaceae,uncultured,UnclassifiedFamily,Aminicenantales,Rikenellaceae,Spirochaetaceae,JS1,Lentimicrobiaceae,Cloacimonadaceae,Smithellaceae,SAR324_clade(Marine_group_B),Syntrophobacteraceae,Anaerolineaceae,Gracilibacteraceae,Bacteroidetes_vadinHA17,Syntrophorhabdaceae,Synergistaceae,Prolixibacteraceae,Methanosaetaceae,Christensenellaceae,Methanoregulaceae,Geobacteraceae,SBR1031,Pedosphaeraceae,Calditrichaceae,Kosmotogaceae
Methanobacteriaceae,0.0,0.0,0.0,0.4594136,0.0,0.46176267,0.0,0.0,0.0,0.42854238,0.0,0.30939344,0.43166023,0.0,0.43508673,0.39598382,0.0,0.0,0.38316584,0.41369012,0.0,0.0,0.3349824,0.0,0.32159406,0.0,0.0
Dysgonomonadaceae,0.0,0.0,0.3315354,0.4492728,0.4241867,0.0,0.0,0.0,0.0,0.0,0.0,0.34802127,0.0,0.0,0.0,0.0,0.4174371,0.381051,0.0,0.34083688,0.38401768,0.0,0.0,0.0,0.0,0.43457004,0.45205775
uncultured,0.0,0.3315354,0.0,0.31868833,0.0,0.0,0.0,0.37697962,0.0,0.4407187,0.0,0.0,0.0,0.0,0.0,0.0,0.40022284,0.3780304,0.41157883,0.0,0.45634252,0.37773353,0.0,0.0,0.42277098,0.41965693,0.0
UnclassifiedFamily,0.4594136,0.4492728,0.31868833,0.0,0.42819828,0.45180178,0.40121788,0.0,0.0,0.3603245,0.0,0.0,0.0,0.30457398,0.33848906,0.0,0.0,0.40568098,0.0,0.0,0.3219637,0.0,0.0,0.36861193,0.0,0.458099,0.0
Aminicenantales,0.0,0.4241867,0.0,0.42819828,0.0,0.37847883,0.41839087,0.0,0.0,0.0,0.0,0.0,0.0,0.2948669,0.0,0.0,0.4169253,0.45177433,0.0,0.0,0.4463238,0.4047449,0.0,0.0,0.0,0.0,0.45363477
Rikenellaceae,0.46176267,0.0,0.0,0.45180178,0.37847883,0.0,0.0,0.0,0.0,0.3499004,0.0,0.0,0.33042684,0.0,0.45123526,0.0,0.0,0.31732136,0.45460165,0.0,0.45810634,0.0,0.4206702,0.0,0.0,0.0,0.0
Spirochaetaceae,0.0,0.0,0.0,0.40121788,0.41839087,0.0,0.0,0.0,0.0,0.40025228,0.0,0.0,0.0,0.26540914,0.0,0.34094128,0.43861508,0.0,0.33298013,0.0,0.4543831,0.0,0.0,0.4432274,0.0,0.0,0.42618668
JS1,0.0,0.0,0.37697962,0.0,0.0,0.0,0.0,0.0,0.42851728,0.38973504,0.45917845,0.42432395,0.4597194,0.0,0.0,0.46198562,0.33430287,0.0,0.33211857,0.42765996,0.0,0.3976202,0.3519032,0.0,0.3175655,0.0,0.4381114
Lentimicrobiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42851728,0.0,0.3952661,0.28932744,0.0,0.0,0.0,0.0,0.0,0.4143214,0.41851878,0.3933668,0.0,0.40231493,0.0,0.35199752,0.382288,0.41743544,0.36742178,0.0
Cloacimonadaceae,0.42854238,0.0,0.4407187,0.3603245,0.0,0.3499004,0.40025228,0.38973504,0.3952661,0.0,0.43775094,0.42851317,0.4057556,0.36647946,0.3255645,0.41580787,0.4027541,0.45408356,0.38901806,0.41519377,0.4088804,0.45681724,0.0,0.3143347,0.40533724,0.45421746,0.43268403
Smithellaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45917845,0.28932744,0.43775094,0.0,0.39716178,0.35752288,0.0,0.0,0.39802155,0.34088808,0.0,0.44219863,0.4082865,0.0,0.43705845,0.45545274,0.0,0.40355098,0.0,0.32514045
SAR324_clade(Marine_group_B),0.30939344,0.34802127,0.0,0.0,0.0,0.0,0.0,0.42432395,0.0,0.42851317,0.39716178,0.0,0.31500328,0.0,0.0,0.36413482,0.27419463,0.0,0.0,0.4246626,0.0,0.0,0.37537175,0.0,0.0,0.0,0.39173615
Syntrophobacteraceae,0.43166023,0.0,0.0,0.0,0.0,0.33042684,0.0,0.4597194,0.0,0.4057556,0.35752288,0.31500328,0.0,0.3517646,0.33363715,0.0,0.38131124,0.0,0.0,0.44530773,0.0,0.46091634,0.45788977,0.0,0.0,0.0,0.0
Anaerolineaceae,0.0,0.0,0.0,0.30457398,0.2948669,0.0,0.26540914,0.0,0.0,0.36647946,0.0,0.0,0.3517646,0.0,0.0,0.4370898,0.0,0.0,0.0,0.0,0.32082024,0.0,0.0,0.39844444,0.38095433,0.43295327,0.45066094
Gracilibacteraceae,0.43508673,0.0,0.0,0.33848906,0.0,0.45123526,0.0,0.0,0.0,0.3255645,0.0,0.0,0.33363715,0.0,0.0,0.41702035,0.0,0.0,0.3576988,0.0,0.40732512,0.0,0.3804768,0.28934163,0.0,0.0,0.0
Bacteroidetes_vadinHA17,0.39598382,0.0,0.0,0.0,0.0,0.0,0.34094128,0.46198562,0.0,0.41580787,0.39802155,0.36413482,0.0,0.4370898,0.41702035,0.0,0.44993123,0.0,0.0,0.38415584,0.0,0.0,0.39851978,0.40009204,0.0,0.0,0.4589233
Syntrophorhabdaceae,0.0,0.4174371,0.40022284,0.0,0.4169253,0.0,0.43861508,0.33430287,0.4143214,0.4027541,0.34088808,0.27419463,0.38131124,0.0,0.0,0.44993123,0.0,0.44590038,0.3658505,0.0,0.45771945,0.44690096,0.0,0.0,0.0,0.0,0.36595502
Synergistaceae,0.0,0.381051,0.3780304,0.40568098,0.45177433,0.31732136,0.0,0.0,0.41851878,0.45408356,0.0,0.0,0.0,0.0,0.0,0.0,0.44590038,0.0,0.0,0.0,0.45664206,0.0,0.0,0.0,0.0,0.3868447,0.0
Prolixibacteraceae,0.38316584,0.0,0.41157883,0.0,0.0,0.45460165,0.33298013,0.33211857,0.3933668,0.38901806,0.44219863,0.0,0.0,0.0,0.3576988,0.0,0.3658505,0.0,0.0,0.0,0.38146612,0.39549166,0.0,0.32681477,0.41820443,0.0,0.0
Methanosaetaceae,0.41369012,0.34083688,0.0,0.0,0.0,0.0,0.0,0.42765996,0.0,0.41519377,0.4082865,0.4246626,0.44530773,0.0,0.0,0.38415584,0.0,0.0,0.0,0.0,0.0,0.32501456,0.3932505,0.0,0.0,0.0,0.0
Christensenellaceae,0.0,0.38401768,0.45634252,0.3219637,0.4463238,0.45810634,0.4543831,0.0,0.40231493,0.4088804,0.0,0.0,0.0,0.32082024,0.40732512,0.0,0.45771945,0.45664206,0.38146612,0.0,0.0,0.0,0.0,0.4576652,0.40245458,0.40483293,0.40358198
Methanoregulaceae,0.0,0.0,0.37773353,0.0,0.4047449,0.0,0.0,0.3976202,0.0,0.45681724,0.43705845,0.0,0.46091634,0.0,0.0,0.0,0.44690096,0.0,0.39549166,0.32501456,0.0,0.0,0.0,0.0,0.44373277,0.0,0.0
Geobacteraceae,0.3349824,0.0,0.0,0.0,0.0,0.4206702,0.0,0.3519032,0.35199752,0.0,0.45545274,0.37537175,0.45788977,0.0,0.3804768,0.39851978,0.0,0.0,0.0,0.3932505,0.0,0.0,0.0,0.0,0.0,0.36919796,0.0
SBR1031,0.0,0.0,0.0,0.36861193,0.0,0.0,0.4432274,0.0,0.382288,0.3143347,0.0,0.0,0.0,0.39844444,0.28934163,0.40009204,0.0,0.0,0.32681477,0.0,0.4576652,0.0,0.0,0.0,0.0,0.32381132,0.0
Pedosphaeraceae,0.32159406,0.0,0.42277098,0.0,0.0,0.0,0.0,0.3175655,0.41743544,0.40533724,0.40355098,0.0,0.0,0.38095433,0.0,0.0,0.0,0.0,0.41820443,0.0,0.40245458,0.44373277,0.0,0.0,0.0,0.0,0.0
Calditrichaceae,0.0,0.43457004,0.41965693,0.458099,0.0,0.0,0.0,0.0,0.36742178,0.45421746,0.0,0.0,0.0,0.43295327,0.0,0.0,0.0,0.3868447,0.0,0.0,0.40483293,0.0,0.36919796,0.32381132,0.0,0.0,0.0
Kosmotogaceae,0.0,0.45205775,0.0,0.0,0.45363477,0.0,0.42618668,0.4381114,0.0,0.43268403,0.32514045,0.39173615,0.0,0.45066094,0.0,0.4589233,0.36595502,0.0,0.0,0.0,0.40358198,0.0,0.0,0.0,0.0,0.0,0.0
