,Methanobacteriaceae,Dysgonomonadaceae,uncultured,UnclassifiedFamily,Aminicenantales,Rikenellaceae,Spirochaetaceae,JS1,Lentimicrobiaceae,Cloacimonadaceae,Smithellaceae,SAR324_clade(Marine_group_B),Syntrophobacteraceae,Anaerolineaceae,Gracilibacteraceae,Bacteroidetes_vadinHA17,Syntrophorhabdaceae,Synergistaceae,Prolixibacteraceae,Methanosaetaceae,Christensenellaceae,Methanoregulaceae,Geobacteraceae,SBR1031,Pedosphaeraceae,Calditrichaceae,Kosmotogaceae
Methanobacteriaceae,0.0,0.0,0.0,0.41852155,0.0,0.42803043,0.0,0.0,0.0,0.4171331,0.0,0.42630377,0.3536364,0.0,0.29444814,0.2904402,0.0,0.0,0.35058007,0.36868063,0.0,0.0,0.4359411,0.0,0.42703548,0.0,0.0
Dysgonomonadaceae,0.0,0.0,0.36450747,0.42995685,0.4383386,0.0,0.0,0.0,0.0,0.0,0.0,0.3261334,0.0,0.0,0.0,0.0,0.42745793,0.4462429,0.0,0.38046777,0.25024077,0.0,0.0,0.0,0.0,0.3753457,0.34016204
uncultured,0.0,0.36450747,0.0,0.38356817,0.0,0.0,0.0,0.39820957,0.0,0.3370678,0.0,0.0,0.0,0.0,0.0,0.0,0.32563138,0.42714125,0.37847093,0.0,0.38025808,0.39564002,0.0,0.0,0.3910226,0.41163626,0.0
UnclassifiedFamily,0.41852155,0.42995685,0.38356817,0.0,0.426537,0.37712002,0.41771942,0.0,0.0,0.44026724,0.0,0.0,0.0,0.2578546,0.42791113,0.0,0.0,0.31442213,0.0,0.0,0.29390675,0.0,0.0,0.41686428,0.0,0.4326837,0.0
Aminicenantales,0.0,0.4383386,0.0,0.426537,0.0,0.37035286,0.43215504,0.0,0.0,0.0,0.0,0.0,0.0,0.38686645,0.0,0.0,0.3066299,0.3375092,0.0,0.0,0.37060627,0.43758145,0.0,0.0,0.0,0.0,0.42767334
Rikenellaceae,0.42803043,0.0,0.0,0.37712002,0.37035286,0.0,0.0,0.0,0.0,0.4309723,0.0,0.0,0.2827644,0.0,0.4193351,0.0,0.0,0.40275365,0.3033117,0.0,0.3336388,0.0,0.3293587,0.0,0.0,0.0,0.0
Spirochaetaceae,0.0,0.0,0.0,0.41771942,0.43215504,0.0,0.0,0.0,0.0,0.3312617,0.0,0.0,0.0,0.4388231,0.0,0.42396727,0.42913175,0.0,0.40915635,0.0,0.35889235,0.0,0.0,0.38001886,0.0,0.0,0.33540002
JS1,0.0,0.0,0.39820957,0.0,0.0,0.0,0.0,0.0,0.36206073,0.40628037,0.4347528,0.36438745,0.42194045,0.0,0.0,0.4008077,0.3984394,0.0,0.32221735,0.3193379,0.0,0.37160647,0.3779981,0.0,0.38787162,0.0,0.27201775
Lentimicrobiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36206073,0.0,0.33904222,0.41606727,0.0,0.0,0.0,0.0,0.0,0.29496974,0.4066901,0.37386775,0.0,0.41996196,0.0,0.32968104,0.41765386,0.44163883,0.34379664,0.0
Cloacimonadaceae,0.4171331,0.0,0.3370678,0.44026724,0.0,0.4309723,0.3312617,0.40628037,0.33904222,0.0,0.361222,0.31509143,0.3324797,0.37614867,0.3498654,0.34748778,0.3850818,0.4327943,0.40350735,0.3254002,0.39440116,0.3348594,0.0,0.3968306,0.40506768,0.41898578,0.28639698
Smithellaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4347528,0.41606727,0.361222,0.0,0.3461776,0.4318594,0.0,0.0,0.3787686,0.43154034,0.0,0.41707218,0.44081804,0.0,0.31928727,0.334152,0.0,0.39092898,0.0,0.42944452
SAR324_clade(Marine_group_B),0.42630377,0.3261334,0.0,0.0,0.0,0.0,0.0,0.36438745,0.0,0.31509143,0.3461776,0.0,0.31134874,0.0,0.0,0.38489023,0.3946108,0.0,0.0,0.33970883,0.0,0.0,0.42687163,0.0,0.0,0.0,0.4040907
Syntrophobacteraceae,0.3536364,0.0,0.0,0.0,0.0,0.2827644,0.0,0.42194045,0.0,0.3324797,0.4318594,0.31134874,0.0,0.3469826,0.39894274,0.0,0.2693104,0.0,0.0,0.37274912,0.0,0.34465015,0.4068182,0.0,0.0,0.0,0.0
Anaerolineaceae,0.0,0.0,0.0,0.2578546,0.38686645,0.0,0.4388231,0.0,0.0,0.37614867,0.0,0.0,0.3469826,0.0,0.0,0.29963362,0.0,0.0,0.0,0.0,0.39540404,0.0,0.0,0.44327018,0.34074393,0.443675,0.41632602
Gracilibacteraceae,0.29444814,0.0,0.0,0.42791113,0.0,0.4193351,0.0,0.0,0.0,0.3498654,0.0,0.0,0.39894274,0.0,0.0,0.27144235,0.0,0.0,0.30933714,0.0,0.42589688,0.0,0.42527372,0.33182362,0.0,0.0,0.0
Bacteroidetes_vadinHA17,0.2904402,0.0,0.0,0.0,0.0,0.0,0.42396727,0.4008077,0.0,0.34748778,0.3787686,0.38489023,0.0,0.29963362,0.27144235,0.0,0.43672216,0.0,0.0,0.40978616,0.0,0.0,0.4267286,0.34285682,0.0,0.0,0.31461728
Syntrophorhabdaceae,0.0,0.42745793,0.32563138,0.0,0.3066299,0.0,0.42913175,0.3984394,0.29496974,0.3850818,0.43154034,0.3946108,0.2693104,0.0,0.0,0.43672216,0.0,0.4061288,0.42533526,0.0,0.40932226,0.32313746,0.0,0.0,0.0,0.0,0.31210425
Synergistaceae,0.0,0.4462429,0.42714125,0.31442213,0.3375092,0.40275365,0.0,0.0,0.4066901,0.4327943,0.0,0.0,0.0,0.0,0.0,0.0,0.4061288,0.0,0.0,0.0,0.4433324,0.0,0.0,0.0,0.0,0.3573609,0.0
Prolixibacteraceae,0.35058007,0.0,0.37847093,0.0,0.0,0.3033117,0.40915635,0.32221735,0.37386775,0.40350735,0.41707218,0.0,0.0,0.0,0.30933714,0.0,0.42533526,0.0,0.0,0.0,0.3642824,0.427337,0.0,0.41635883,0.36003616,0.0,0.0
Methanosaetaceae,0.36868063,0.38046777,0.0,0.0,0.0,0.0,0.0,0.3193379,0.0,0.3254002,0.44081804,0.33970883,0.37274912,0.0,0.0,0.40978616,0.0,0.0,0.0,0.0,0.0,0.42426756,0.40754882,0.0,0.0,0.0,0.0
Christensenellaceae,0.0,0.25024077,0.38025808,0.29390675,0.37060627,0.3336388,0.35889235,0.0,0.41996196,0.39440116,0.0,0.0,0.0,0.39540404,0.42589688,0.0,0.40932226,0.4433324,0.3642824,0.0,0.0,0.0,0.0,0.37811643,0.3814411,0.41719416,0.35975298
Methanoregulaceae,0.0,0.0,0.39564002,0.0,0.43758145,0.0,0.0,0.37160647,0.0,0.3348594,0.31928727,0.0,0.34465015,0.0,0.0,0.0,0.32313746,0.0,0.427337,0.42426756,0.0,0.0,0.0,0.0,0.384659,0.0,0.0
Geobacteraceae,0.4359411,0.0,0.0,0.0,0.0,0.3293587,0.0,0.3779981,0.32968104,0.0,0.334152,0.42687163,0.4068182,0.0,0.42527372,0.4267286,0.0,0.0,0.0,0.40754882,0.0,0.0,0.0,0.0,0.0,0.4330663,0.0
SBR1031,0.0,0.0,0.0,0.41686428,0.0,0.0,0.38001886,0.0,0.41765386,0.3968306,0.0,0.0,0.0,0.44327018,0.33182362,0.34285682,0.0,0.0,0.41635883,0.0,0.37811643,0.0,0.0,0.0,0.0,0.3750685,0.0
Pedosphaeraceae,0.42703548,0.0,0.3910226,0.0,0.0,0.0,0.0,0.38787162,0.44163883,0.40506768,0.39092898,0.0,0.0,0.34074393,0.0,0.0,0.0,0.0,0.36003616,0.0,0.3814411,0.384659,0.0,0.0,0.0,0.0,0.0
Calditrichaceae,0.0,0.3753457,0.41163626,0.4326837,0.0,0.0,0.0,0.0,0.34379664,0.41898578,0.0,0.0,0.0,0.443675,0.0,0.0,0.0,0.3573609,0.0,0.0,0.41719416,0.0,0.4330663,0.3750685,0.0,0.0,0.0
Kosmotogaceae,0.0,0.34016204,0.0,0.0,0.42767334,0.0,0.33540002,0.27201775,0.0,0.28639698,0.42944452,0.4040907,0.0,0.41632602,0.0,0.31461728,0.31210425,0.0,0.0,0.0,0.35975298,0.0,0.0,0.0,0.0,0.0,0.0
