,Methanobacteriaceae,Dysgonomonadaceae,uncultured,UnclassifiedFamily,Aminicenantales,Rikenellaceae,Spirochaetaceae,JS1,Lentimicrobiaceae,Cloacimonadaceae,Smithellaceae,SAR324_clade(Marine_group_B),Syntrophobacteraceae,Anaerolineaceae,Gracilibacteraceae,Bacteroidetes_vadinHA17,Syntrophorhabdaceae,Synergistaceae,Prolixibacteraceae,Methanosaetaceae,Christensenellaceae,Methanoregulaceae,Geobacteraceae,SBR1031,Pedosphaeraceae,Calditrichaceae,Kosmotogaceae
Methanobacteriaceae,0.0,0.0,0.0,0.40034667,0.0,0.38280967,0.0,0.0,0.0,0.33170143,0.0,0.29907396,0.3995331,0.0,0.43697673,0.3886325,0.0,0.0,0.35103297,0.45452198,0.0,0.0,0.43911496,0.0,0.44477868,0.0,0.0
Dysgonomonadaceae,0.0,0.0,0.4484225,0.44823232,0.42185396,0.0,0.0,0.0,0.0,0.0,0.0,0.40697214,0.0,0.0,0.0,0.0,0.38236985,0.3821203,0.0,0.35358775,0.40514842,0.0,0.0,0.0,0.0,0.39353403,0.41750446
uncultured,0.0,0.4484225,0.0,0.3048703,0.0,0.0,0.0,0.36146683,0.0,0.38615218,0.0,0.0,0.0,0.0,0.0,0.0,0.39210224,0.42526948,0.41748896,0.0,0.4174267,0.28870595,0.0,0.0,0.4385361,0.4038514,0.0
UnclassifiedFamily,0.40034667,0.44823232,0.3048703,0.0,0.45495048,0.44442317,0.4535791,0.0,0.0,0.35288033,0.0,0.0,0.0,0.34378025,0.34952685,0.0,0.0,0.38902676,0.0,0.0,0.41100302,0.0,0.0,0.35041416,0.0,0.41295063,0.0
Aminicenantales,0.0,0.42185396,0.0,0.45495048,0.0,0.32847068,0.31577715,0.0,0.0,0.0,0.0,0.0,0.0,0.39966798,0.0,0.0,0.4060105,0.40912947,0.0,0.0,0.3832144,0.4426586,0.0,0.0,0.0,0.0,0.33565608
Rikenellaceae,0.38280967,0.0,0.0,0.44442317,0.32847068,0.0,0.0,0.0,0.0,0.35912228,0.0,0.0,0.35953233,0.0,0.445214,0.0,0.0,0.30200273,0.43531305,0.0,0.44581786,0.0,0.3739602,0.0,0.0,0.0,0.0
Spirochaetaceae,0.0,0.0,0.0,0.4535791,0.31577715,0.0,0.0,0.0,0.0,0.4381659,0.0,0.0,0.0,0.40560725,0.0,0.42050058,0.3682939,0.0,0.42118445,0.0,0.39036775,0.0,0.0,0.40938804,0.0,0.0,0.4400238
JS1,0.0,0.0,0.36146683,0.0,0.0,0.0,0.0,0.0,0.3261814,0.45240697,0.37604263,0.42154548,0.4141243,0.0,0.0,0.34912297,0.45406175,0.0,0.34228516,0.45672363,0.0,0.4446361,0.37960047,0.0,0.44483748,0.0,0.3319255
Lentimicrobiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3261814,0.0,0.36651796,0.32065564,0.0,0.0,0.0,0.0,0.0,0.4241404,0.41193524,0.26187122,0.0,0.42113447,0.0,0.43034923,0.37105095,0.45409796,0.39747265,0.0
Cloacimonadaceae,0.33170143,0.0,0.38615218,0.35288033,0.0,0.35912228,0.4381659,0.45240697,0.36651796,0.0,0.427918,0.45019618,0.431817,0.38935998,0.29604724,0.43759012,0.36290288,0.42005903,0.3992666,0.4415137,0.4332844,0.41968012,0.0,0.36593676,0.4072993,0.42255515,0.2706418
