,Methanobacteriaceae,Dysgonomonadaceae,uncultured,UnclassifiedFamily,Aminicenantales,Rikenellaceae,Spirochaetaceae,JS1,Lentimicrobiaceae,Cloacimonadaceae,Smithellaceae,SAR324_clade(Marine_group_B),Syntrophobacteraceae,Anaerolineaceae,Gracilibacteraceae,Bacteroidetes_vadinHA17,Syntrophorhabdaceae,Synergistaceae,Prolixibacteraceae,Methanosaetaceae,Christensenellaceae,Methanoregulaceae,Geobacteraceae,SBR1031,Pedosphaeraceae,Calditrichaceae,Kosmotogaceae
Methanobacteriaceae,0.0,0.0,0.0,0.35158175,0.0,0.24963023,0.0,0.0,0.0,0.34096152,0.0,0.2925235,0.32030907,0.0,0.31391528,0.27833727,0.0,0.0,0.24773279,0.29575264,0.0,0.0,0.32424137,0.0,0.35183337,0.0,0.0
Dysgonomonadaceae,0.0,0.0,0.27755168,0.3008609,0.28939238,0.0,0.0,0.0,0.0,0.0,0.0,0.2324897,0.0,0.0,0.0,0.0,0.26017368,0.23341544,0.0,0.26731738,0.3524035,0.0,0.0,0.0,0.0,0.3425079,0.34394976
uncultured,0.0,0.27755168,0.0,0.30223253,0.0,0.0,0.0,0.3032197,0.0,0.3372877,0.0,0.0,0.0,0.0,0.0,0.0,0.25197843,0.3032456,0.26674145,0.0,0.24217752,0.20072785,0.0,0.0,0.26421973,0.31554696,0.0
UnclassifiedFamily,0.35158175,0.3008609,0.30223253,0.0,0.33788168,0.24189207,0.35050222,0.0,0.0,0.24430344,0.0,0.0,0.0,0.33058554,0.3420943,0.0,0.0,0.311186,0.0,0.0,0.21173769,0.0,0.0,0.21510614,0.0,0.34808075,0.0
Aminicenantales,0.0,0.28939238,0.0,0.33788168,0.0,0.26692042,0.2878339,0.0,0.0,0.0,0.0,0.0,0.0,0.33083245,0.0,0.0,0.21922761,0.32739094,0.0,0.0,0.26740935,0.31596613,0.0,0.0,0.0,0.0,0.22930095
Rikenellaceae,0.24963023,0.0,0.0,0.24189207,0.26692042,0.0,0.0,0.0,0.0,0.25441372,0.0,0.0,0.29128855,0.0,0.29281533,0.0,0.0,0.3212299,0.28871033,0.0,0.27391964,0.0,0.33341247,0.0,0.0,0.0,0.0
Spirochaetaceae,0.0,0.0,0.0,0.35050222,0.2878339,0.0,0.0,0.0,0.0,0.28067216,0.0,0.0,0.0,0.23876056,0.0,0.2777684,0.34843478,0.0,0.25764227,0.0,0.28418046,0.0,0.0,0.31098363,0.0,0.0,0.31896096
JS1,0.0,0.0,0.3032197,0.0,0.0,0.0,0.0,0.0,0.32777926,0.26936826,0.35255662,0.26546276,0.23165064,0.0,0.0,0.33132765,0.26489285,0.0,0.29542962,0.32731307,0.0,0.34509572,0.30604157,0.0,0.26734534,0.0,0.25732136
Lentimicrobiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32777926,0.0,0.2987993,0.3207794,0.0,0.0,0.0,0.0,0.0,0.3431327,0.27026612,0.30147782,0.0,0.350014,0.0,0.25405863,0.30942237,0.32360053,0.26857418,0.0
Cloacimonadaceae,0.34096152,0.0,0.3372877,0.24430344,0.0,0.25441372,0.28067216,0.26936826,0.2987993,0.0,0.21377644,0.34347633,0.32876384,0.30052957,0.3440968,0.3463432,0.21715304,0.2999808,0.32778028,0.35220885,0.2308532,0.28509516,0.0,0.29446012,0.23199333,0.33413348,0.2260782
Smithellaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35255662,0.3207794,0.21377644,0.0,0.2343819,0.25583443,0.0,0.0,0.3234299,0.30685407,0.0,0.3249065,0.2316526,0.0,0.27108058,0.24089825,0.0,0.2542017,0.0,0.34512568
