,Methanobacteriaceae,Dysgonomonadaceae,uncultured,UnclassifiedFamily,Aminicenantales,Rikenellaceae,Spirochaetaceae,JS1,Lentimicrobiaceae,Cloacimonadaceae,Smithellaceae,SAR324_clade(Marine_group_B),Syntrophobacteraceae,Anaerolineaceae,Gracilibacteraceae,Bacteroidetes_vadinHA17,Syntrophorhabdaceae,Synergistaceae,Prolixibacteraceae,Methanosaetaceae,Christensenellaceae,Methanoregulaceae,Geobacteraceae,SBR1031,Pedosphaeraceae,Calditrichaceae,Kosmotogaceae
Methanobacteriaceae,0.0,0.0,0.0,0.35561815,0.0,0.25028345,0.0,0.0,0.0,0.27568707,0.0,0.33457,0.3613097,0.0,0.3289042,0.3270595,0.0,0.0,0.3275871,0.35462588,0.0,0.0,0.32559055,0.0,0.3348539,0.0,0.0
Dysgonomonadaceae,0.0,0.0,0.35922956,0.2947553,0.3389912,0.0,0.0,0.0,0.0,0.0,0.0,0.3063897,0.0,0.0,0.0,0.0,0.26015308,0.32578537,0.0,0.33080444,0.3432011,0.0,0.0,0.0,0.0,0.31977394,0.2761703
uncultured,0.0,0.35922956,0.0,0.2705569,0.0,0.0,0.0,0.33474317,0.0,0.35444438,0.0,0.0,0.0,0.0,0.0,0.0,0.2943929,0.36674306,0.27733734,0.0,0.36490446,0.34949434,0.0,0.0,0.3581748,0.33934194,0.0
UnclassifiedFamily,0.35561815,0.2947553,0.2705569,0.0,0.32438937,0.25139296,0.36263525,0.0,0.0,0.31918454,0.0,0.0,0.0,0.22494976,0.28952885,0.0,0.0,0.33739063,0.0,0.0,0.3609107,0.0,0.0,0.2578971,0.0,0.27901804,0.0
Aminicenantales,0.0,0.3389912,0.0,0.32438937,0.0,0.36270985,0.2872628,0.0,0.0,0.0,0.0,0.0,0.0,0.34473443,0.0,0.0,0.27938858,0.2419732,0.0,0.0,0.3439467,0.35109493,0.0,0.0,0.0,0.0,0.3025426
Rikenellaceae,0.25028345,0.0,0.0,0.25139296,0.36270985,0.0,0.0,0.0,0.0,0.33014083,0.0,0.0,0.2618642,0.0,0.27719116,0.0,0.0,0.31746882,0.26282746,0.0,0.27406886,0.0,0.3104761,0.0,0.0,0.0,0.0
Spirochaetaceae,0.0,0.0,0.0,0.36263525,0.2872628,0.0,0.0,0.0,0.0,0.27033067,0.0,0.0,0.0,0.36439875,0.0,0.25250435,0.31048945,0.0,0.33401152,0.0,0.23423868,0.0,0.0,0.3574255,0.0,0.0,0.28084892
JS1,0.0,0.0,0.33474317,0.0,0.0,0.0,0.0,0.0,0.3503835,0.22887576,0.292313,0.29258728,0.27826747,0.0,0.0,0.36494988,0.33654642,0.0,0.36242777,0.35925874,0.0,0.26349723,0.34894845,0.0,0.31129345,0.0,0.30390298
Lentimicrobiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3503835,0.0,0.36387858,0.36515555,0.0,0.0,0.0,0.0,0.0,0.364998,0.3060163,0.33056003,0.0,0.25634003,0.0,0.2570148,0.28536734,0.3633715,0.28577554,0.0
Cloacimonadaceae,0.27568707,0.0,0.35444438,0.31918454,0.0,0.33014083,0.27033067,0.22887576,0.36387858,0.0,0.36063388,0.31077334,0.35528058,0.3397722,0.26040685,0.30268958,0.3624997,0.33492467,0.35450917,0.35147917,0.22908172,0.30181447,0.0,0.3290338,0.35513216,0.31927487,0.3196539
Smithellaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.292313,0.36515555,0.36063388,0.0,0.34240067,0.2862444,0.0,0.0,0.3253015,0.31048653,0.0,0.2658536,0.30402437,0.0,0.24963881,0.3312205,0.0,0.32898247,0.0,0.31732553
SAR324_clade(Marine_group_B),0.33457,0.3063897,0.0,0.0,0.0,0.0,0.0,0.29258728,0.0,0.31077334,0.34240067,0.0,0.35093895,0.0,0.0,0.33463138,0.3474557,0.0,0.0,0.33624816,0.0,0.0,0.33454573,0.0,0.0,0.0,0.35241857
Syntrophobacteraceae,0.3613097,0.0,0.0,0.0,0.0,0.2618642,0.0,0.27826747,0.0,0.35528058,0.2862444,0.35093895,0.0,0.27201578,0.33058566,0.0,0.3657717,0.0,0.0,0.21375802,0.0,0.32058015,0.3658159,0.0,0.0,0.0,0.0
Anaerolineaceae,0.0,0.0,0.0,0.22494976,0.34473443,0.0,0.36439875,0.0,0.0,0.3397722,0.0,0.0,0.27201578,0.0,0.0,0.34882692,0.0,0.0,0.0,0.0,0.29730132,0.0,0.0,0.3533922,0.23385294,0.33492276,0.23705159
Gracilibacteraceae,0.3289042,0.0,0.0,0.28952885,0.0,0.27719116,0.0,0.0,0.0,0.26040685,0.0,0.0,0.33058566,0.0,0.0,0.26821825,0.0,0.0,0.35074687,0.0,0.34239414,0.0,0.28752917,0.3253049,0.0,0.0,0.0
Bacteroidetes_vadinHA17,0.3270595,0.0,0.0,0.0,0.0,0.0,0.25250435,0.36494988,0.0,0.30268958,0.3253015,0.33463138,0.0,0.34882692,0.26821825,0.0,0.33395436,0.0,0.0,0.24507444,0.0,0.0,0.32862696,0.35553303,0.0,0.0,0.35323194
Syntrophorhabdaceae,0.0,0.26015308,0.2943929,0.0,0.27938858,0.0,0.31048945,0.33654642,0.364998,0.3624997,0.31048653,0.3474557,0.3657717,0.0,0.0,0.33395436,0.0,0.35873014,0.26809794,0.0,0.29075247,0.32365683,0.0,0.0,0.0,0.0,0.2969964
Synergistaceae,0.0,0.32578537,0.36674306,0.33739063,0.2419732,0.31746882,0.0,0.0,0.3060163,0.33492467,0.0,0.0,0.0,0.0,0.0,0.0,0.35873014,0.0,0.0,0.0,0.32558793,0.0,0.0,0.0,0.0,0.2898212,0.0
Prolixibacteraceae,0.3275871,0.0,0.27733734,0.0,0.0,0.26282746,0.33401152,0.36242777,0.33056003,0.35450917,0.2658536,0.0,0.0,0.0,0.35074687,0.0,0.26809794,0.0,0.0,0.0,0.36217606,0.34928858,0.0,0.35196367,0.3070935,0.0,0.0
Methanosaetaceae,0.35462588,0.33080444,0.0,0.0,0.0,0.0,0.0,0.35925874,0.0,0.35147917,0.30402437,0.33624816,0.21375802,0.0,0.0,0.24507444,0.0,0.0,0.0,0.0,0.0,0.34014714,0.22046717,0.0,0.0,0.0,0.0
Christensenellaceae,0.0,0.3432011,0.36490446,0.3609107,0.3439467,0.27406886,0.23423868,0.0,0.25634003,0.22908172,0.0,0.0,0.0,0.29730132,0.34239414,0.0,0.29075247,0.32558793,0.36217606,0.0,0.0,0.0,0.0,0.2692199,0.326753,0.28350002,0.27797967
