,Methanobacteriaceae,Dysgonomonadaceae,uncultured,UnclassifiedFamily,Aminicenantales,Rikenellaceae,Spirochaetaceae,JS1,Lentimicrobiaceae,Cloacimonadaceae,Smithellaceae,SAR324_clade(Marine_group_B),Syntrophobacteraceae,Anaerolineaceae,Gracilibacteraceae,Bacteroidetes_vadinHA17,Syntrophorhabdaceae,Synergistaceae,Prolixibacteraceae,Methanosaetaceae,Christensenellaceae,Methanoregulaceae,Geobacteraceae,SBR1031,Pedosphaeraceae,Calditrichaceae,Kosmotogaceae
Methanobacteriaceae,0.0,0.0,0.0,0.41167995,0.0,0.42861554,0.0,0.0,0.0,0.40499777,0.0,0.42238396,0.45632753,0.0,0.41837385,0.33495286,0.0,0.0,0.3785323,0.36530486,0.0,0.0,0.36912468,0.0,0.4209822,0.0,0.0
Dysgonomonadaceae,0.0,0.0,0.4570011,0.37245116,0.38941193,0.0,0.0,0.0,0.0,0.0,0.0,0.36328363,0.0,0.0,0.0,0.0,0.4064928,0.39865226,0.0,0.45872676,0.32920063,0.0,0.0,0.0,0.0,0.32850757,0.37543613
uncultured,0.0,0.4570011,0.0,0.45625016,0.0,0.0,0.0,0.35533288,0.0,0.38924602,0.0,0.0,0.0,0.0,0.0,0.0,0.4533776,0.31078073,0.38406512,0.0,0.34828132,0.44068924,0.0,0.0,0.4089629,0.4555429,0.0
UnclassifiedFamily,0.41167995,0.37245116,0.45625016,0.0,0.44377702,0.3692,0.44494978,0.0,0.0,0.39897355,0.0,0.0,0.0,0.3806791,0.41261995,0.0,0.0,0.43114474,0.0,0.0,0.3308795,0.0,0.0,0.3721372,0.0,0.27966887,0.0
Aminicenantales,0.0,0.38941193,0.0,0.44377702,0.0,0.33079582,0.34187877,0.0,0.0,0.0,0.0,0.0,0.0,0.40277663,0.0,0.0,0.4388629,0.40712035,0.0,0.0,0.3723136,0.41821122,0.0,0.0,0.0,0.0,0.42665842
Rikenellaceae,0.42861554,0.0,0.0,0.3692,0.33079582,0.0,0.0,0.0,0.0,0.30620414,0.0,0.0,0.35361245,0.0,0.3696297,0.0,0.0,0.3732027,0.38716137,0.0,0.41431785,0.0,0.4030556,0.0,0.0,0.0,0.0
Spirochaetaceae,0.0,0.0,0.0,0.44494978,0.34187877,0.0,0.0,0.0,0.0,0.36442617,0.0,0.0,0.0,0.41103742,0.0,0.2999107,0.3434836,0.0,0.34509754,0.0,0.3709729,0.0,0.0,0.42520234,0.0,0.0,0.37291154
JS1,0.0,0.0,0.35533288,0.0,0.0,0.0,0.0,0.0,0.37100872,0.41279027,0.38807806,0.27122033,0.36866757,0.0,0.0,0.3954792,0.44362035,0.0,0.3110615,0.4592072,0.0,0.42147255,0.43308675,0.0,0.40176657,0.0,0.37425277
Lentimicrobiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37100872,0.0,0.419758,0.3190288,0.0,0.0,0.0,0.0,0.0,0.44964588,0.4000467,0.37667385,0.0,0.3830324,0.0,0.28292114,0.36640742,0.35301042,0.43908074,0.0
Cloacimonadaceae,0.40499777,0.0,0.38924602,0.39897355,0.0,0.30620414,0.36442617,0.41279027,0.419758,0.0,0.3675242,0.397984,0.3042642,0.44868866,0.3320022,0.369274,0.29113308,0.32294115,0.38239828,0.44320256,0.33576933,0.3321948,0.0,0.44890168,0.339055,0.31977198,0.30510974
