,Methanobacteriaceae,Dysgonomonadaceae,uncultured,UnclassifiedFamily,Aminicenantales,Rikenellaceae,Spirochaetaceae,JS1,Lentimicrobiaceae,Cloacimonadaceae,Smithellaceae,SAR324_clade(Marine_group_B),Syntrophobacteraceae,Anaerolineaceae,Gracilibacteraceae,Bacteroidetes_vadinHA17,Syntrophorhabdaceae,Synergistaceae,Prolixibacteraceae,Methanosaetaceae,Christensenellaceae,Methanoregulaceae,Geobacteraceae,SBR1031,Pedosphaeraceae,Calditrichaceae,Kosmotogaceae
Methanobacteriaceae,0.0,0.0,0.0,0.27203608,0.0,0.41152483,0.0,0.0,0.0,0.43338662,0.0,0.38405856,0.3498542,0.0,0.275893,0.31877002,0.0,0.0,0.44938344,0.45236677,0.0,0.0,0.3976496,0.0,0.44765553,0.0,0.0
Dysgonomonadaceae,0.0,0.0,0.39609987,0.38783804,0.26188186,0.0,0.0,0.0,0.0,0.0,0.0,0.3509153,0.0,0.0,0.0,0.0,0.33701223,0.38516432,0.0,0.31439933,0.34524265,0.0,0.0,0.0,0.0,0.3597324,0.37495074
uncultured,0.0,0.39609987,0.0,0.39944303,0.0,0.0,0.0,0.4388718,0.0,0.33575404,0.0,0.0,0.0,0.0,0.0,0.0,0.3561242,0.3013031,0.41252077,0.0,0.4069804,0.37473515,0.0,0.0,0.44278607,0.4539244,0.0
UnclassifiedFamily,0.27203608,0.38783804,0.39944303,0.0,0.33511424,0.3404898,0.3918469,0.0,0.0,0.43839988,0.0,0.0,0.0,0.29349217,0.38893718,0.0,0.0,0.3771519,0.0,0.0,0.41727185,0.0,0.0,0.3739944,0.0,0.42181602,0.0
Aminicenantales,0.0,0.26188186,0.0,0.33511424,0.0,0.3370321,0.3927237,0.0,0.0,0.0,0.0,0.0,0.0,0.3099231,0.0,0.0,0.43337584,0.2909194,0.0,0.0,0.406316,0.3215479,0.0,0.0,0.0,0.0,0.4471772
Rikenellaceae,0.41152483,0.0,0.0,0.3404898,0.3370321,0.0,0.0,0.0,0.0,0.32088542,0.0,0.0,0.45620093,0.0,0.36093163,0.0,0.0,0.36571956,0.36244318,0.0,0.35639173,0.0,0.4513963,0.0,0.0,0.0,0.0
Spirochaetaceae,0.0,0.0,0.0,0.3918469,0.3927237,0.0,0.0,0.0,0.0,0.3193139,0.0,0.0,0.0,0.4245659,0.0,0.28254429,0.34077358,0.0,0.4125263,0.0,0.33466488,0.0,0.0,0.3214894,0.0,0.0,0.457033
JS1,0.0,0.0,0.4388718,0.0,0.0,0.0,0.0,0.0,0.4355241,0.4181639,0.38145763,0.4216036,0.38068476,0.0,0.0,0.36679384,0.42519563,0.0,0.39136875,0.4147975,0.0,0.43475288,0.40120363,0.0,0.3351186,0.0,0.36543977
Lentimicrobiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4355241,0.0,0.33667928,0.44530776,0.0,0.0,0.0,0.0,0.0,0.45306557,0.29435408,0.2827328,0.0,0.29392257,0.0,0.27775136,0.34430143,0.38167128,0.40216807,0.0
Cloacimonadaceae,0.43338662,0.0,0.33575404,0.43839988,0.0,0.32088542,0.3193139,0.4181639,0.33667928,0.0,0.42427695,0.42764086,0.33471936,0.38007778,0.43410817,0.4523981,0.45762506,0.4504147,0.39431345,0.44987023,0.36528945,0.38584852,0.0,0.37208644,0.38820753,0.4572529,0.37768435
